GeneSymbol	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells
AC008808.2	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
LINC02106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010478.1	2.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
ISL1	7.0	1.0	1.0	18.0	0.0	20.0	4.0	11.0	2.0	2.0
AC022433.1	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LINC02118	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
AC022126.1	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	0.0	2.0
PELO	9.0	7.0	1.0	7.0	5.0	6.0	9.0	5.0	10.0	15.0
ITGA1	5.0	6.0	10.0	9.0	4.0	6.0	6.0	9.0	7.0	8.0
AC025180.1	1.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0
ITGA2	16.0	10.0	25.0	14.0	28.0	20.0	11.0	25.0	19.0	21.0
AC008966.3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
MOCS2	10.0	7.0	8.0	15.0	9.0	11.0	9.0	20.0	10.0	9.0
AC008966.1	4.0	1.0	3.0	1.0	2.0	2.0	3.0	2.0	1.0	1.0
AC027329.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FST	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
NDUFS4	35.0	22.0	37.0	29.0	23.0	27.0	25.0	36.0	27.0	28.0
LINC02105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC025175.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARL15	90.0	57.0	99.0	38.0	102.0	88.0	60.0	134.0	92.0	59.0
AC025175.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
LINC01033	6.0	7.0	2.0	2.0	6.0	7.0	8.0	8.0	2.0	1.0
HSPB3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNX18	0.0	0.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0
AC016583.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ESM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC034238.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GZMK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GZMA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CDC20B	8.0	12.0	4.0	4.0	13.0	10.0	10.0	9.0	12.0	14.0
GPX8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MCIDAS	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CCNO	1.0	4.0	4.0	2.0	2.0	0.0	4.0	4.0	1.0	6.0
AC026704.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
DHX29	10.0	21.0	16.0	25.0	23.0	18.0	12.0	13.0	21.0	17.0
MTREX	18.0	19.0	28.0	25.0	16.0	19.0	19.0	22.0	18.0	16.0
PLPP1	43.0	36.0	35.0	44.0	40.0	31.0	24.0	36.0	24.0	16.0
SLC38A9	3.0	2.0	3.0	3.0	1.0	3.0	5.0	3.0	4.0	4.0
DDX4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
IL31RA	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0
IL6ST	18.0	19.0	26.0	17.0	20.0	22.0	22.0	19.0	16.0	19.0
AC008914.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008892.1	4.0	2.0	4.0	3.0	2.0	5.0	3.0	6.0	2.0	0.0
AC016596.1	0.0	2.0	0.0	2.0	2.0	2.0	0.0	1.0	4.0	0.0
ANKRD55	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5orf67	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0
MAP3K1	1.0	4.0	4.0	6.0	5.0	5.0	7.0	7.0	3.0	3.0
AC008937.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008937.1	1.0	1.0	1.0	3.0	4.0	2.0	2.0	0.0	2.0	2.0
SETD9	13.0	8.0	11.0	11.0	8.0	9.0	9.0	10.0	16.0	15.0
MIER3	7.0	2.0	9.0	6.0	4.0	3.0	7.0	5.0	5.0	5.0
AC008937.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC016644.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPBP1	98.0	97.0	101.0	110.0	93.0	116.0	90.0	91.0	98.0	110.0
AC025470.2	1.0	1.0	1.0	3.0	0.0	4.0	1.0	1.0	1.0	0.0
AC008780.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008786.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLK2	196.0	223.0	195.0	228.0	205.0	197.0	213.0	204.0	215.0	202.0
GAPT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB3C	1.0	1.0	0.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0
AC016642.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE4D	127.0	104.0	136.0	116.0	113.0	92.0	83.0	109.0	104.0	115.0
AC092343.1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PART1	2.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0
DEPDC1B	4.0	6.0	9.0	11.0	9.0	5.0	4.0	11.0	6.0	7.0
AC109133.1	1.0	0.0	0.0	3.0	1.0	2.0	2.0	1.0	0.0	1.0
ELOVL7	26.0	10.0	15.0	26.0	13.0	14.0	14.0	24.0	18.0	16.0
AC104113.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERCC8	11.0	8.0	8.0	10.0	7.0	6.0	6.0	7.0	9.0	9.0
NDUFAF2	38.0	40.0	51.0	35.0	41.0	37.0	50.0	51.0	35.0	37.0
SMIM15	19.0	15.0	22.0	36.0	22.0	20.0	23.0	31.0	27.0	22.0
SMIM15-AS1	6.0	5.0	3.0	2.0	2.0	2.0	2.0	0.0	4.0	3.0
LINC02057	6.0	6.0	7.0	8.0	4.0	6.0	6.0	4.0	4.0	6.0
ZSWIM6	192.0	164.0	205.0	176.0	157.0	175.0	128.0	185.0	193.0	174.0
C5orf64	1.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	3.0	1.0
AC026746.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIF2A	27.0	15.0	26.0	24.0	24.0	23.0	18.0	20.0	28.0	29.0
DIMT1	15.0	5.0	11.0	10.0	18.0	14.0	8.0	16.0	11.0	13.0
IPO11	13.0	12.0	9.0	14.0	10.0	11.0	10.0	10.0	13.0	8.0
LRRC70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC122707.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF180	3.0	2.0	1.0	1.0	0.0	0.0	1.0	3.0	2.0	2.0
RGS7BP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHISAL2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SREK1IP1	21.0	21.0	27.0	31.0	19.0	17.0	24.0	18.0	22.0	16.0
CWC27	20.0	8.0	14.0	17.0	14.0	14.0	17.0	28.0	22.0	16.0
AC092354.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS6	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
CENPK	15.0	10.0	10.0	15.0	14.0	10.0	17.0	16.0	8.0	13.0
PPWD1	10.0	9.0	10.0	10.0	8.0	9.0	11.0	11.0	8.0	13.0
TRIM23	3.0	0.0	2.0	4.0	3.0	2.0	0.0	1.0	3.0	4.0
SHLD3	2.0	2.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	0.0
TRAPPC13	1.0	2.0	5.0	1.0	3.0	1.0	2.0	3.0	3.0	2.0
SGTB	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0
NLN	6.0	4.0	7.0	4.0	6.0	3.0	5.0	5.0	5.0	5.0
AC010359.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERBIN	34.0	31.0	30.0	33.0	33.0	35.0	21.0	38.0	35.0	36.0
AC010359.3	1.0	2.0	2.0	2.0	1.0	0.0	1.0	3.0	0.0	3.0
AC025442.2	4.0	1.0	3.0	2.0	0.0	2.0	0.0	2.0	3.0	1.0
SREK1	42.0	23.0	45.0	32.0	33.0	26.0	31.0	40.0	33.0	35.0
AC025442.1	1.0	1.0	1.0	1.0	2.0	2.0	0.0	2.0	1.0	0.0
LINC02065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC092353.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC092353.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MAST4	42.0	45.0	84.0	69.0	47.0	60.0	40.0	76.0	58.0	76.0
MAST4-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAST4-AS1	13.0	16.0	12.0	12.0	15.0	14.0	14.0	18.0	10.0	8.0
CD180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010420.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008459.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC112206.2	2.0	3.0	2.0	6.0	0.0	4.0	5.0	4.0	4.0	6.0
AC079467.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC106798.1	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
AC024581.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PIK3R1	10.0	8.0	20.0	11.0	15.0	15.0	15.0	17.0	17.0	15.0
AC010280.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010280.1	1.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0
AC010280.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC093523.1	1.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0
LINC02198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010273.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC30A5	7.0	2.0	5.0	1.0	5.0	2.0	4.0	3.0	3.0	1.0
AC010273.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCNB1	14.0	22.0	17.0	32.0	32.0	22.0	28.0	34.0	22.0	26.0
CENPH	5.0	2.0	1.0	7.0	3.0	8.0	1.0	6.0	4.0	3.0
MRPS36	54.0	42.0	43.0	53.0	44.0	42.0	48.0	52.0	47.0	50.0
CDK7	6.0	3.0	15.0	10.0	10.0	7.0	8.0	11.0	7.0	8.0
CCDC125	11.0	12.0	11.0	11.0	11.0	11.0	10.0	8.0	7.0	6.0
AK6	13.0	13.0	17.0	21.0	7.0	5.0	9.0	9.0	12.0	14.0
TAF9	15.0	16.0	16.0	17.0	23.0	11.0	18.0	17.0	13.0	17.0
RAD17	9.0	5.0	6.0	6.0	6.0	7.0	9.0	7.0	6.0	6.0
MARVELD2	11.0	5.0	14.0	12.0	6.0	5.0	2.0	9.0	5.0	10.0
AC145146.1	4.0	2.0	3.0	7.0	3.0	5.0	2.0	2.0	3.0	2.0
OCLN	20.0	25.0	33.0	15.0	23.0	15.0	13.0	22.0	18.0	24.0
GTF2H2C	1.0	0.0	3.0	1.0	2.0	2.0	1.0	1.0	0.0	4.0
SERF1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMN2	2.0	2.0	2.0	3.0	2.0	2.0	1.0	2.0	2.0	1.0
AC146944.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERF1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
SMN1	1.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0
NAIP	1.0	1.0	3.0	2.0	1.0	1.0	2.0	2.0	2.0	0.0
GTF2H2	3.0	2.0	3.0	8.0	4.0	3.0	0.0	1.0	1.0	4.0
LINC02197	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	3.0	0.0
BDP1	62.0	52.0	61.0	51.0	65.0	56.0	51.0	73.0	45.0	52.0
MCCC2	8.0	7.0	10.0	7.0	10.0	8.0	5.0	6.0	6.0	5.0
AC025774.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MAP1B	17.0	2.0	3.0	6.0	2.0	9.0	12.0	16.0	5.0	3.0
MRPS27	13.0	14.0	12.0	20.0	14.0	18.0	22.0	19.0	9.0	14.0
PTCD2	2.0	1.0	2.0	1.0	3.0	0.0	1.0	4.0	0.0	1.0
ZNF366	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
LINC02056	2.0	0.0	0.0	2.0	1.0	3.0	2.0	1.0	0.0	1.0
AC063979.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC035140.1	3.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0
TNPO1	22.0	25.0	26.0	21.0	26.0	23.0	12.0	28.0	30.0	18.0
AC008972.2	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
FCHO2	16.0	19.0	34.0	19.0	20.0	22.0	7.0	26.0	25.0	21.0
TMEM171	3.0	5.0	3.0	8.0	8.0	2.0	8.0	5.0	10.0	9.0
AC116345.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC116345.1	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
FOXD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC099522.2	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0
BTF3	275.0	139.0	248.0	228.0	226.0	159.0	171.0	295.0	208.0	213.0
ANKRA2	5.0	1.0	9.0	3.0	6.0	7.0	8.0	13.0	4.0	4.0
UTP15	7.0	2.0	3.0	4.0	7.0	2.0	4.0	7.0	4.0	7.0
ARHGEF28	12.0	7.0	11.0	8.0	9.0	8.0	3.0	14.0	4.0	9.0
LINC02122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01331	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
ENC1	7.0	15.0	9.0	8.0	16.0	12.0	10.0	11.0	8.0	11.0
HEXB	4.0	8.0	9.0	6.0	11.0	10.0	11.0	9.0	6.0	5.0
GFM2	14.0	15.0	16.0	18.0	10.0	11.0	6.0	10.0	17.0	12.0
NSA2	73.0	61.0	52.0	69.0	69.0	52.0	48.0	65.0	53.0	53.0
FAM169A	5.0	1.0	1.0	4.0	3.0	0.0	2.0	4.0	0.0	1.0
AC116337.3	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
GCNT4	1.0	2.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0
ANKRD31	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC008897.2	3.0	6.0	6.0	5.0	6.0	7.0	8.0	7.0	13.0	18.0
HMGCR	35.0	25.0	34.0	21.0	26.0	16.0	22.0	31.0	33.0	23.0
CERT1	28.0	30.0	25.0	23.0	29.0	30.0	20.0	40.0	25.0	30.0
POLK	15.0	10.0	16.0	7.0	11.0	11.0	12.0	20.0	14.0	7.0
AC010245.2	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0
ANKDD1B	12.0	6.0	8.0	3.0	3.0	4.0	5.0	6.0	4.0	6.0
POC5	9.0	8.0	9.0	10.0	9.0	12.0	3.0	11.0	4.0	3.0
AC026774.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SV2C	5.0	1.0	6.0	3.0	3.0	4.0	7.0	6.0	7.0	6.0
AC113404.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
IQGAP2	8.0	10.0	18.0	15.0	15.0	8.0	8.0	11.0	11.0	12.0
AC026725.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F2RL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC025188.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
F2R	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
F2RL1	22.0	16.0	28.0	10.0	10.0	19.0	14.0	15.0	24.0	15.0
S100Z	1.0	0.0	1.0	2.0	1.0	0.0	0.0	3.0	2.0	2.0
CRHBP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGGF1	10.0	4.0	21.0	13.0	11.0	5.0	8.0	16.0	10.0	15.0
ZBED3	2.0	5.0	3.0	5.0	2.0	4.0	7.0	2.0	2.0	1.0
ZBED3-AS1	1.0	4.0	2.0	4.0	5.0	3.0	2.0	3.0	3.0	3.0
PDE8B	0.0	3.0	2.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0
WDR41	6.0	6.0	2.0	3.0	4.0	6.0	6.0	6.0	5.0	3.0
TBCA	67.0	57.0	57.0	79.0	58.0	50.0	60.0	66.0	59.0	57.0
AP3B1	34.0	29.0	23.0	27.0	29.0	35.0	22.0	29.0	30.0	25.0
SCAMP1-AS1	5.0	3.0	4.0	2.0	4.0	3.0	2.0	3.0	2.0	2.0
SCAMP1	7.0	7.0	13.0	10.0	11.0	6.0	13.0	9.0	8.0	12.0
LHFPL2	10.0	6.0	6.0	8.0	12.0	7.0	9.0	7.0	4.0	8.0
ARSB	10.0	1.0	3.0	7.0	8.0	2.0	6.0	6.0	7.0	5.0
DMGDH	6.0	2.0	4.0	2.0	3.0	3.0	0.0	2.0	5.0	3.0
BHMT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BHMT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JMY	16.0	8.0	12.0	13.0	11.0	8.0	12.0	12.0	12.0	11.0
HOMER1	7.0	12.0	9.0	7.0	4.0	9.0	10.0	5.0	17.0	9.0
TENT2	17.0	15.0	34.0	21.0	17.0	26.0	17.0	23.0	24.0	16.0
CMYA5	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0
AC008496.2	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
MTX3	4.0	2.0	1.0	1.0	3.0	2.0	3.0	4.0	0.0	0.0
THBS4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC012636.1	3.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
SERINC5	27.0	33.0	27.0	49.0	29.0	27.0	20.0	33.0	25.0	32.0
AC010260.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFYVE16	19.0	18.0	23.0	22.0	28.0	19.0	22.0	21.0	25.0	17.0
AC008771.1	11.0	5.0	6.0	7.0	7.0	3.0	7.0	6.0	9.0	7.0
FAM151B	1.0	2.0	1.0	3.0	3.0	3.0	3.0	1.0	1.0	2.0
ANKRD34B	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
LINC01337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHFR	11.0	11.0	13.0	14.0	10.0	7.0	6.0	7.0	10.0	12.0
MSH3	22.0	15.0	18.0	21.0	16.0	29.0	21.0	27.0	23.0	23.0
RASGRF2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RASGRF2	9.0	2.0	9.0	3.0	6.0	7.0	5.0	8.0	3.0	0.0
CKMT2-AS1	4.0	0.0	6.0	6.0	3.0	1.0	3.0	2.0	4.0	6.0
CKMT2	1.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	2.0
ZCCHC9	7.0	1.0	4.0	5.0	4.0	3.0	1.0	4.0	1.0	5.0
ACOT12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010623.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SSBP2	18.0	14.0	18.0	17.0	17.0	10.0	13.0	15.0	26.0	18.0
AC026726.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATG10	14.0	16.0	12.0	15.0	25.0	14.0	14.0	16.0	21.0	14.0
ATG10-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS23	1417.0	1042.0	1445.0	1462.0	1369.0	1038.0	1163.0	1668.0	1260.0	1337.0
ATP6AP1L	0.0	2.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0	2.0
AC104118.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM167A	20.0	17.0	21.0	22.0	17.0	20.0	17.0	20.0	22.0	19.0
XRCC4	6.0	2.0	4.0	9.0	6.0	5.0	5.0	4.0	8.0	4.0
VCAN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
VCAN-AS1	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
HAPLN1	7.0	2.0	4.0	10.0	4.0	3.0	4.0	10.0	5.0	6.0
EDIL3	47.0	40.0	55.0	56.0	59.0	55.0	36.0	76.0	62.0	65.0
AC113383.1	6.0	4.0	9.0	3.0	6.0	7.0	4.0	6.0	4.0	3.0
COX7C	294.0	238.0	317.0	355.0	337.0	226.0	274.0	328.0	280.0	304.0
LINC02059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008539.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC109492.1	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
LINC01949	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0
RASA1	17.0	19.0	11.0	21.0	23.0	20.0	17.0	23.0	16.0	16.0
CCNH	31.0	27.0	26.0	26.0	31.0	32.0	30.0	37.0	25.0	36.0
AC018754.1	13.0	6.0	9.0	7.0	8.0	9.0	2.0	11.0	1.0	9.0
LINC02488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC114971.1	0.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	1.0	2.0
TMEM161B	11.0	10.0	9.0	12.0	14.0	4.0	7.0	17.0	4.0	7.0
TMEM161B-AS1	14.0	4.0	16.0	9.0	13.0	5.0	6.0	7.0	11.0	9.0
LINC00461	1.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	2.0
MEF2C-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008525.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEF2C	2.0	4.0	2.0	6.0	2.0	3.0	6.0	6.0	3.0	3.0
MEF2C-AS1	4.0	4.0	3.0	3.0	1.0	3.0	1.0	1.0	5.0	2.0
AC074131.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC113167.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01339	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
AC093510.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CETN3	7.0	7.0	8.0	8.0	9.0	8.0	6.0	4.0	1.0	3.0
AC093510.1	3.0	1.0	3.0	3.0	7.0	12.0	7.0	2.0	4.0	8.0
MBLAC2	5.0	3.0	1.0	5.0	3.0	1.0	7.0	3.0	2.0	5.0
POLR3G	8.0	2.0	0.0	2.0	5.0	1.0	1.0	3.0	3.0	4.0
LYSMD3	22.0	12.0	17.0	15.0	19.0	9.0	14.0	14.0	22.0	21.0
ADGRV1	9.0	7.0	6.0	9.0	8.0	5.0	6.0	8.0	8.0	8.0
LUCAT1	1.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0
AC074132.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC123595.1	2.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	3.0	2.0
AC123595.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARRDC3	26.0	31.0	33.0	31.0	27.0	34.0	15.0	25.0	27.0	26.0
ARRDC3-AS1	11.0	14.0	14.0	11.0	8.0	10.0	7.0	7.0	15.0	9.0
AC093298.2	0.0	0.0	1.0	2.0	2.0	0.0	1.0	0.0	1.0	2.0
AC114316.1	1.0	1.0	2.0	4.0	2.0	2.0	2.0	3.0	0.0	3.0
AC124854.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC026780.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC012625.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NR2F1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
NR2F1	0.0	0.0	0.0	2.0	1.0	0.0	0.0	5.0	0.0	4.0
FAM172A	23.0	22.0	28.0	18.0	25.0	18.0	19.0	35.0	22.0	11.0
AC106818.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POU5F2	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
AC108102.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC099501.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC114980.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
