GeneSymbol	D3_ISO1_HEP_L_1	D3_ISO1_HEP_L_2	D3_ISO2_HEP_1	D3_ISO2_HEP_2	D3_INT_HEP_PI_1	D3_INT_HEP_PI_2	D3_INT_HEP_LPS_1	D3_INT_HEP_LPS_2	D3_INT_HEP_5OP_1	D3_INT_HEP_5OP_2	D3_INT_HEP_C_1	D3_INT_HEP_C_2	D3_INT_HEP_GL_C
ENSG00000250887	0.26	0.15	0	0	0	0	0	0	0	0	0.03	0.06	0.08
LINC01455	0	0	0	0	0	0	0	0	0	0	0	0	0.18
ENSG00000250890	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02208	0.51	0.22	0.1	0.14	0.1	0	0	0.01	0.07	0.02	0.13	0.03	0.12
ENSG00000250892	0.36	0.18	0	0.25	0.05	0	0	0	0.02	0	0.07	0.05	0.05
ENSG00000250893	0.69	0.37	0.11	0.12	0	0	0.06	0.02	0	0.07	0.05	0	0.22
PRAMEF31P_ENSG00000250894	0.07	0.02	0	0.11	0	0	0	0	0	0	0.03	0.17	0.03
TUBAP15_ENSG00000250895	0.66	0.49	0	0	0	0	0	0	0	0	0.2	0.19	0.08
RNPS1P1_ENSG00000250896	0.52	0.23	0.15	0.26	0.13	0.07	0.08	0.07	0.04	0.12	0.28	0.05	0.03
HMGB3P15_ENSG00000250897	0.79	1.01	0	0.79	0.13	0	0	0.07	0.13	0.28	0.05	0.14	0.34
ENSG00000250899	0.46	0.31	0.08	0.27	0.11	0.12	0.05	0.09	0.14	0.02	0.13	0.11	0.1
AC008443.6	0	0.07	0.77	0.09	0.06	0	0	0	0	0.09	0	0	0
SMAD1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
GMDS-DT	2.13	2.02	2.51	2.08	0.98	1.44	1.84	1.05	1.79	1.19	1.83	1.33	1.53
ENSG00000250905	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250906	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250908	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250909	0	0	0	0.18	0	0	0	0.2	0.16	0.04	0.06	0.12	0
AC097467.3	0	0	0.1	0.15	0	0	0	0	0	0	0	0	0.04
USP17L23	0.02	0.11	0	0	0	0.75	0	0	0	0	0	0	0.24
ENSG00000250914	0	0.06	0	0	0	0	0	0	0.02	0.02	0	0.13	0
ENSG00000250915	0.09	0.06	0	0	0.15	0	0	0	0	0.05	0.12	0	0
ENSG00000250917	0.11	0	0	0	0	0	0	0.05	0	0	0	0.13	0.08
UGT2B26P_ENSG00000250919	0.06	0	0.03	0	0	0	0	0	0.03	0	0.01	0.01	0
ENSG00000250920	0	0.08	0	0.08	0	0	0	0	0	0	0.12	0.01	0.04
LINC02063	0.59	0.03	0.13	0.06	0	0	0	0	0	0	0.02	0.1	0.08
ATP5F1EP1_ENSG00000250922	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250923	0	0	0	0	0	0	0	0	0	0	0	0	0
MESTP3_ENSG00000250927	0.33	0.1	0.14	0	0	0	0	0	0.17	0	0.02	0	0.16
CATSPER2P2_ENSG00000250928	0.66	0	0	0.2	0	0	0	0.04	0	0	0.2	0	0
LINC01181	0	0	0	0	0	0	0	0	0	0.06	0	0	0
LNX1-AS1	0	0	0	0	0	0	0	0	0.06	0	0.07	0	0
GAPDHP66_ENSG00000250933	0.07	0	0.09	0.03	0.09	0	0	0	0	0	0.05	0	0.08
ENSG00000250934	0.44	0.32	0.61	0.66	0.41	0.52	0.32	0.58	0.68	0.35	0.93	0.66	0.92
AC073475.1	0.19	0.39	0.56	0.19	0.05	0	0.01	0.02	0.1	0	0.14	0.12	0.25
IFT122P1_ENSG00000250939	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250940	0	0	0	0	0	0	0	0	0	0	0	0	0
ENPP7P11_ENSG00000250942	0	0	0	0	0	0	0	0	0	0	0	0.37	0
ENSG00000250945	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250946	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPC7-AS2	0.06	0	0	0	0.05	0	0	0	0	0	0	0	0
ENSG00000250948	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250949	0	0	0	0.13	0	0	0	0	0	0	0	0	0
ENSG00000250950	0	0.14	0	0	0	0	0	0	0	0.03	0	0.05	0
USP9YP1_ENSG00000250951	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250954	0.06	0.12	0	0.01	0	0	0	0.01	0.04	0	0.02	0	0
ENSG00000250955	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250956	0	8.19	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250957	0	0.03	0	0	0	0	0	0	0	0	0	0.04	0
LINC00492	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUD1P3_ENSG00000250959	0	0	0	0	0	0	0	0	0	0	0	0	0
AC025470.2	0.03	0	0.1	0	0	0	0	0	0	0	0	0.02	0
RLIG1P3_ENSG00000250962	0.13	0.04	0	0	0.17	0	0	0.05	0	0.05	0.03	0	0
H3P14_ENSG00000250966	0.15	0	0	0	0	0	0	0	0	0	0	0.71	0
LINC02382	0.43	0.52	0	0.06	0	0	0	0	0	0.05	0.09	0.13	0.1
ENSG00000250969	0	0.13	0	0	0	0	0	0	0.08	0	0.04	0.08	0
ENSG00000250971	0.12	0	0	0.58	0	0	0	0	0	0	0	0	0.04
CKS1BP5_ENSG00000250972	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP13-6P_ENSG00000250973	0	0.32	0	0	0	0	0	0	0	0	0	0.11	0.13
LINC02196	0.03	0	0	0.07	0.04	0.1	0	0	0	0	0.01	0.01	0.02
ENSG00000250976	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250977	0.08	0	0	0	0	0	0	0	0	0	0.15	0	0.12
ENSG00000250978	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250979	0	0	0	0	0	0	0	0	0	0	0	0	0
NSA2P6_ENSG00000250980	0.15	0	0	0	0.04	0	0	0.02	0	0	0	0	0.07
AC016650.1	0.06	0.2	0	0	0	0	0	0	0	0	0.07	0.07	0
GAPDHP35_ENSG00000250982	0.07	0	0	0.07	0	0	0	0.05	0	0	0	0	0
FAM76AP1_ENSG00000250983	0	1.96	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250984	1.51	0	0	0	0	0	0	0	0	0	0	0	0
LINC02600	0.05	0.04	0	0.03	0.06	0	0	0	0.02	0	0.04	0	0.01
SNHG21	0.6	0.51	0.76	0.77	0.45	0.65	0.28	0.66	0.44	0.22	0.45	0.23	0.38
ENSG00000250990	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250992	0.07	0	0	0.07	0	0.03	0	0	0.06	0.03	0.02	0	0
ENSG00000250993	0.09	0.24	0	0	0	0	0	0	0	0.1	0	0	0
ENSG00000250994	0.06	0.04	0.16	0.42	0	0	0	0	0.04	0.05	0.15	0.01	0.03
TMEM30BP1_ENSG00000250995	0.2	0.62	0.29	0.09	0	0.03	0	0.21	0.22	0.1	0.1	0.14	0.24
ENSG00000250997	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250999	0	0.07	0.18	0.26	0	0.83	0	0	0	0.07	0.07	0.18	0
GGCTP1_ENSG00000251000	0.29	0.12	0	0.38	0	0.68	0	0	0	0.27	0.09	0.08	0.1
ENSG00000251001	0.36	0	0	0	0	0	0	0	0	0	0	0	0
AC244502.1	0.68	0.24	0.14	0.14	0.14	0.1	0	0.01	0.12	0.11	0.14	0.24	0.15
ZFPM2-AS1	0.39	0.07	0	0.09	0	0.16	0.19	0	0	0.47	0	0	0.03
H3P15_ENSG00000251005	0	0	0	0	0	0	0	0	0	0	0	0	0
LTO1P1_ENSG00000251008	0	0	0	0	0	0	0.57	0	0	0	0	0	0
ENSG00000251009	0.31	0	0	0.05	0	0	0	0	0	0	0	0	0.04
ENSG00000251010	0	0	0	0	0	0	0	0	0	0.02	0	0.07	0
TMEM108-AS1	0.07	0.03	0	0.01	0.02	0	0	0.01	0.01	0.01	0	0.03	0.01
ENSG00000251012	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP62_ENSG00000251013	0.11	0	0.08	0	0	0	0	0.08	0.21	0.03	0	0	0
TMEM183AP6_ENSG00000251014	0	0	0	0.08	0	0	0	0	0	0	0	0	0.06
SLC25A30-AS1	0.06	0.11	0.14	0	0	0	0	0	0	0.07	0	0	0
ENSG00000251017	0	0.23	0.07	0	0	0	0	0	0	0	0	0	0
HMMR-AS1	0	0.04	0	0	0.09	0	0	0	0	0	0	0	0.13
HIGD1AP13_ENSG00000251019	0.75	0	0	0	0	0	0	0	0.2	0	0	0	0
THAP9-AS1	4.77	4.19	4.31	2.05	2.33	1.41	1.34	0.82	1.36	2	1.75	1.89	2.6
ENSG00000251023	0.22	0.07	0.12	0.09	0.05	0.02	0	0	0.01	0.02	0.01	0.03	0.02
NDUFB5P1_ENSG00000251025	0	0	0	0	0.07	0	0	0	0.05	0	0	0.29	0
LINC02163	0.49	0.25	0	0.02	0.09	0.23	0	0	0	0	0.14	0	0.08
LINC01950	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251031	0.5	0	0.1	0.02	0	0	0	0.04	0	0	0	0.05	0.09
CUL1P1_ENSG00000251032	0.1	0.07	0	0.01	0	0	0	0	0.01	0	0.01	0.01	0.01
ENSG00000251033	0.12	0.11	0	0	0	0	0	0.02	0	0	0	0	0
ENSG00000251034	0.23	0.35	0.23	0.34	0.1	0.06	0.13	0.13	0.15	0.05	0.11	0.43	0.12
WBP1LP4_ENSG00000251035	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251038	0	0	0	0	0	0	0	0	0	0	0	0.13	0
IGKV2D-40	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02480	0	0	0	0.13	0	0	0	0	0	0	0	0.34	0.25
SLC25A48-AS1	0.34	0.07	0	0.07	0.06	0	0	0	0	0	0.01	0	0.02
ZNF969P_ENSG00000251046	0.03	0	0	0	0	0	0	0	0.01	0	0.03	0	0.02
ENSG00000251048	0	0	0	0	0	0	0	0.15	0.05	0	0	0	0
ENSG00000251049	0	0	0	0	0	0	0	0	0	0	0	0.1	0
RBX1P2_ENSG00000251050	0	0	0	0	0	0	0	0	0	0	0	0	0
ELL2P2_ENSG00000251051	0	0.05	0	0	0	0	0	0	0	0.07	0	0	0
ENSG00000251054	0.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251055	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A17P_ENSG00000251056	0.03	0.12	0.03	0.06	0.16	0	0	0.02	0.18	0.05	0.03	0	0.05
ENSG00000251058	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139722.1	0.05	0	0	0	0	0	0	0	0	0	0	0	0
LINC02512	0	0	0.3	0	0	0	0	0.06	0	0	0	0	0
ENSG00000251062	0	0	0	0	0	0	6.32	0	0	0	0	0	0
ENSG00000251066	0.26	0.24	0.2	0	0.21	0	0	0.14	0.1	0.2	0.11	0	0.31
LMNB1-DT	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT19P5_ENSG00000251073	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251074	0	0.04	0.11	0	0	0	0	0	0	0	0.06	0	0
HTT-AS	0.09	0.06	0	0.03	0	0	0	0.05	0	0.07	0.06	0.08	0.01
ENSG00000251076	0	0.11	0	0	0	0	0	0	0	0	0	0	0
SLC25A5P9_ENSG00000251078	0	0	0	0	0	0	0	0.02	0	0	0.03	0	0
BMS1P2_ENSG00000251079	0.07	0.24	0	0	0	0	0	0	0	0	0	0	0.07
ENSG00000251080	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251081	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG1L3P_ENSG00000251087	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251088	0.16	0	0	0	0	0	0	0	0	0	0	0	0
OR5AC4P_ENSG00000251090	0.04	0.11	0	0	0	0	0	0	0	0	0	0.02	0
ENSG00000251093	0.07	0.07	0	0	0	0	0.05	0.12	0	0	0.09	0	0
ENSG00000251095	0.48	0.22	0.08	0.28	0.1	0	0.04	0	0.03	0.22	0.08	0.06	0.15
ENSG00000251099	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251101	0	0	0	0	0	0	0	0	0	0	0	0	0
CTBP2P4_ENSG00000251102	0	0	0	0.11	0	0	0	0	0	0	0	0.05	0.03
ENSG00000251105	0	0	0	0	0	0	0	0	0	0	0	0	0
ABITRAMP1_ENSG00000251106	0.18	0	0	0	0.07	0	0	0	0	0	0	0	0
PDCD5P2_ENSG00000251107	0	0.24	0	0	0	0	0	0	0	0	0	0	0
YBX1P5_ENSG00000251108	0.18	0.04	0	0	0	0	0	0	0	0	0	0	0
FCF1P8_ENSG00000251111	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251112	0.2	0	0.24	0.06	0	0	0	0	0	0	0.04	0.12	0.1
ENSG00000251113	0.16	0	0.07	0	0.03	0	0	0	0	0	0	0.01	0.04
H3P24_ENSG00000251118	0	0	0	0	0	0	0	0	0	0	0	0	0
NIFKP2_ENSG00000251122	0	0	0	0	0.07	0	0	0	0	0	0	0	0
ENSG00000251123	0	0	0	0	0	0	0	0	0	0	0.17	0	0.05
ENSG00000251125	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251126	0.04	0.04	0	0	0.03	0	0	0	0	0	0.11	0	0
ENSG00000251127	0.08	0.22	0.06	0.08	0.29	0.15	0.07	0.1	0.02	0.2	0.15	0.16	0.13
WWC2-AS1	0	0.13	0.33	0	0.37	0	0	0	0	0	0	0	0
LINC02506	0.26	0.21	0.12	0	0.21	0.27	0	0	0.13	0	0.06	0	0.1
ENSG00000251131	0	0.77	0	0.07	0	0	0	0	0	0.01	0	0.22	0.02
ENSG00000251132	0.14	0.06	0	0.06	0	0	0	0	0.04	0	0	0.08	0.15
ENSG00000251135	0.04	0	0	0.04	0.03	0	0	0	0	0	0	0	0
AF117829.1	3.32	5.91	2.45	2.6	1.66	0.82	1.42	0.85	1.22	0.83	1.39	1.3	1.69
RPL7L1P7_ENSG00000251137	0	0	0	0	0.13	0	0	0	0	0	0	0	0
AC090015.1	0.36	0.14	0.12	0.06	0.07	0	0	0	0.01	0.03	0	0	0.08
ENSG00000251139	0.76	0.13	0	0	0	0	0	0.14	0.08	0	0.09	0	0.05
MRPS30-DT	0.13	0.1	0.35	0.25	0.36	0	0	0.03	0.01	0.03	0.06	0.02	0
ENSG00000251142	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251143	0.3	0.31	0.04	0.13	0.15	0	0.01	0.04	0.15	0.09	0.1	0.04	0.18
ENSG00000251144	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPC6P7_ENSG00000251147	0.7	0	0.26	0.21	0	0	0.24	0	0	0	0	0	0.16
ENSG00000251148	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND5P5_ENSG00000251149	0.18	0	0	0	0	0	0	0	0.2	0	0	0	0
HOXC-AS3	0.08	0.15	0	0.03	0.29	0.07	0	0	0	0.03	0.03	0	0.05
ENSG00000251152	0.14	0.06	0.08	0.03	0.02	0	0	0	0.02	0.01	0.03	0.04	0.03
PTTG1IP2_ENSG00000251154	0.1	0	0.06	0	0	0	0	0.02	0	0	0	0	0
SEPTIN14P4_ENSG00000251155	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251158	0.17	0.38	0.12	0.21	0.07	0.1	0.08	0.12	0.04	0.14	0.17	0.35	0.38
ENSG00000251159	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251161	0.12	0.27	0	0.09	0.27	0	0.06	0.02	0.05	0.11	0.09	0.06	0.04
ENSG00000251162	0	0	0	0	0	0	0	0	0	0	1.31	0	0
PRELID3BP4_ENSG00000251163	0.16	0.07	0	0.07	0	0	0	0	0	0	0	0	0
F11-AS1	0.15	0.02	0	0	0.03	0	0	0	0	0.04	0.1	0.03	0.04
OR7E163P_ENSG00000251166	0.09	0.08	0	0.27	0.2	0	0	0.12	0.02	0	0.05	0.02	0.12
ENSG00000251168	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01843	1.34	1.98	2.18	2.2	1.79	0.92	1.38	1.47	1.48	1.15	1.46	2.15	1.16
ENSG00000251170	0.05	0.09	0	0.26	0	0	0	0	0	0	0	0	0
ENSG00000251171	0	0	0	0	0	0	0	0	0	0	0	0	0
TPTE2P7_ENSG00000251172	0	0	0	0	0	0	0	0	0	0	0	0	0
UCHL1-AS1	0.08	0	0	0	0	0	0	0	0	0	0	0	0
TSEN2P1_ENSG00000251174	0.26	0.11	0.09	0.07	0.11	0	0	0.01	0.05	0.06	0.09	0.01	0.14
AC008243.1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251176	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251177	0.02	0	0	0	0	0	0	0	0	0	0	0.04	0
OR7E21P_ENSG00000251178	0.18	0.07	0.18	0.17	0.06	0	0	0.15	0	0.01	0.16	0.2	0.03
TMEM92-AS1	0	0	0	0	0.08	0	0.04	0.15	0.06	0	0	0.09	0.15
LINC02497	0.08	0	0	0	0	0	0	0	0	0	0	0	0
LINC01861	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251184	0	0	0.29	0.23	0	0	0	0	0	0	0	0	0
ENSG00000251185	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251186	0.13	0	0	0.06	0	0.05	0	0	0	0	0	0.3	0
ENSG00000251187	0.48	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251188	0.34	0.08	0	0.08	0	0	0	0	0	0.03	0.05	0	0
ENSG00000251189	0.25	0	0	0	0	0	0	0	0	0	0	0	0
LINC00589	0.11	0.15	0.06	0.07	0.08	0	0	0	0	0.07	0.02	0.16	0.16
ZNF674	0.67	0.61	1.43	0.87	0.91	0.49	0.43	0.39	0.56	0.4	0.46	0.89	0.68
ENSG00000251193	0.42	0	0	0.1	0.08	0	0	0	0	0.03	0	0	0.17
ENSG00000251194	0.06	0	0	0.21	0	0	0	0	0	0.02	0	0	0
ENSG00000251195	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251196	0	0	0	0	0	0	0	0.17	0	0	0	0.12	0
ENSG00000251199	0.7	0.41	0.2	0.04	0.09	0.02	0	0	0.01	0.03	0	0	0.18
ENSG00000251200	0	0	0	0	0	0	0	0	0	0	0	0	0
TMED7-TICAM2_ENSG00000251201	4.01	3.67	2.62	2.35	1.78	1.79	1.93	1.74	2.61	2.78	1.71	1.89	2.06
DNAJB6P2_ENSG00000251203	0	0	0	0.17	0	0	0	0	0	0	0	0.22	0.13
ENSG00000251204	0.4	0.18	0	0.02	0.06	0.05	0	0.02	0.01	0	0.02	0.02	0
ENSG00000251205	0.13	0.14	0.11	0.02	0	0	0.06	0	0.02	0.01	0.03	0	0
AC010420.1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00923	0.88	1.11	0.38	0.88	0.68	0.31	0.08	0.06	0.19	0.39	0.36	0.19	0.62
LINC02270	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251211	0	0	0.05	0.04	0	0	0	0	0	0.08	0.05	0	0
MTND5P4_ENSG00000251212	0	0	0	0	0	0	0	0.3	0.62	0	0	0.22	0
ENSG00000251213	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251214	0	0.06	0	0	0	0	0	0	0	0	0	0	0
GOLGA5P1_ENSG00000251215	0	0.03	0	0	0.03	0.33	0	0	0	0	0	0	0
ENSG00000251216	0.48	0.04	0	0.03	0.08	0	0	0	0	0.02	0.03	0.05	0.19
ENSG00000251218	0	0	0	0	0.04	0.19	0	0	0	0.02	0.07	0	0.05
LINC01217	0.08	0.05	0.06	0.08	0.01	0.08	0	0	0	0.03	0.06	0.11	0.15
RFPL4AP3_ENSG00000251220	0	0	0	0.59	0	0	0	0	0	0	0	0	0
LINC01337	0	0	0	0	0	0	0	0	0	0	0	0	0
MTCO1P9_ENSG00000251223	0.19	0.46	0	0.06	0.08	0	0	0	0	0.01	0	0.05	0.06
CNOT10-AS1	0	0.31	0	0.1	0	0	0	0	0	0.04	0	0	0
LINC02714	0.13	0.12	0.16	0.1	0.14	0.06	0.07	0.01	0.03	0.07	0.04	0.1	0.09
ENSG00000251228	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251229	0	0.15	0	0.08	0	0	0.03	0.05	0	0.03	0	0.07	0.06
MIR3945HG	2.03	3.11	0.68	0.23	0.45	0.15	0.12	0.2	0.09	0.06	0.32	0.06	0.07
PSMA2P2_ENSG00000251234	0	0	0	0	0	0	0	0	0.07	0	0	0	0
SNRPCP2_ENSG00000251235	0	0	0	0.4	0	0	0	0	0	0	0	0	0.16
ENSG00000251236	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GNTL1P1_ENSG00000251237	0.75	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251239	0	0.34	0.22	0	0.31	0	0	0	0	0.18	0	0	0
ENSG00000251243	0	0.11	0	0	0	0	0	0	0	0	0	0.3	0
ENSG00000251244	0.53	0.07	0.06	0.3	0	0.15	0	0.01	0	0.01	0.01	0.01	0.04
EFNA4-EFNA3_ENSG00000251246	0	0	0	0	0	0.6	0.16	0.05	0.09	0	0	0	0
ZNF345	0.46	0.27	0.11	0.44	0.06	0.31	0.06	0.12	0.04	0.3	0.13	0.12	0.21
ENSG00000251248	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097375.3	0.04	0.05	0	0.05	0	0	0	0	0	0	0.03	0	0
ENSG00000251250	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND2P31_ENSG00000251252	0	0.58	0	0	0	0	0	0	0.08	0	0.04	0	0.3
MTHFD2P4_ENSG00000251253	0.21	0.13	0	0	0.03	0	0	0	0	0	0	0.04	0
GTF2F2P1_ENSG00000251254	0	0.06	0	0	0	0	0	0.08	0.03	0	0	0.11	0
LINC02358	0.58	0	0.13	0	0.19	0	0	0	0	0.18	0.07	0.14	0.16
ENSG00000251257	0	0.14	0	0.21	0	0	0	0	0	0	0.2	0	0
RFPL4B	0.03	0.11	0.04	0.06	0	0	0	0	0	0	0.03	0.07	0.09
ENSG00000251259	0.09	0	0.21	0	0	0	0	0	0	0	0	0	0.12
WDFY3-AS1	0	0	0	0	0	0	0	0	0	0	0	0.04	0
OR7H2P_ENSG00000251261	0.31	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251264	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02429	0.15	0	0	0	0	0	0	0	0	0	0	0	0.11
ENSG00000251270	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG1L7P_ENSG00000251271	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02228	0.14	0.14	0.17	0.06	0.01	0.12	0	0	0.04	0	0.05	0.01	0.03
MAGI2-AS1	0.34	0	0	0.4	0	0	0	0	0	0	0.62	0	0
ENSG00000251278	0	0	0	0	0	0	0	0	0.11	0	0	0	0
SMIM15-AS1	0.74	1.36	0.46	0.58	0.1	0.55	0.17	0.17	0.17	0.28	0.45	0.43	0.86
ENSG00000251281	0	0	0	0	0	0	0	0	0	0	0	0	0.19
LINC02272	0	0	0	0	0	0	0	0	0	0	0	0.22	0
SPOPLP1_ENSG00000251284	0.12	0	0	0.08	0.07	0	0	0	0	0	0	0	0.04
ENSG00000251285	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251286	0	0.06	0	0.12	0	0	0	0	0	0	0	0	0
ALG1L2	0.08	0	0	0.22	0.38	0	0	0	0	0	0.05	0.05	0
ENSG00000251288	0.57	0.1	0.34	0.08	0.19	0.02	0.04	0	0.06	0.12	0	0.02	0.19
LINC02462	0.22	0.14	0	0	0	0	0	0	0	0.01	0.05	0	0.03
ERVH-1	0	0	0.08	0	0	0	0	0	0	0	0	0.08	0.05
ENSG00000251293	0	0	0	0.24	0	0	0	0	0	0.05	0	0	0
ENSG00000251294	0.05	0.02	0	0	0	0	0	0	0	0.01	0	0	0
ENSG00000251296	0	0.13	0	0	0	0	0.05	0	0	0	0	0	0
TUBB7P_ENSG00000251297	0.15	0.02	0	0	0	0.02	0	0	0	0	0.06	0.06	0.07
AC093835.1	0.08	0.29	0	0	0	0	0	0	0	0	0	0	0
SLC25A15P3_ENSG00000251299	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251300	0	0.09	0	0	0	0	0	0	0	0	0	0	0
LINC02384	0.62	0.34	0.1	0.24	0.11	0.58	0.02	0.03	0.09	0	0.03	0.26	0.08
CAB39P1_ENSG00000251303	0.71	0	0.13	0.11	0	0	0	0	0	0	0	0	0
NDUFB4P2_ENSG00000251306	0	0	0	0	0	0	0	0	0	0.19	0	0	0
AC026704.1	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0
MRPS33P3_ENSG00000251308	0.27	0	0	0	0	0	0	0	0	0	0	0	0.19
ENSG00000251309	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251310	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02214	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251312	0.46	0	0.16	0	0.05	0	0	0	0	0.1	0.08	0.32	0.14
ENSG00000251313	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251314	0.23	0	0.09	0.22	0	0	0	0	0	0.39	0	0	0
ENSG00000251320	0	0	0.8	0.07	0	0	0	0	0	0	0	0	0
PCAT4	0.19	0.08	0	0	0	0	0	0	0.01	0.02	0	0.01	0
SHANK3	0.95	1.34	1.31	1.13	1.32	1.14	1.06	0.75	1.04	0.6	0.79	0.61	1.14
LINC02728	0.16	0.07	0.02	0.07	0.02	0.05	0	0	0	0.05	0.01	0.05	0.06
LINC01386	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251325	0.2	0	0	0.06	0	0	0	0	0	0	0	0	0
LINC02479	0	0.13	0	0.06	0.05	0.28	0	0	0	0	0.13	0.49	0.1
LINC02353	0.09	0	0	0	0	0	0	0	0	0	0.03	0	0
ENSG00000251330	0.1	0	0	0	0	0	0	0	0	0	0	0	0
PSME2P4_ENSG00000251332	0	0.05	0	0	0	0	0	0.02	0	0	0	0	0
RTN3P1_ENSG00000251333	0.45	0	0.28	0.1	0	0	0.12	0.05	0.06	0	0.07	0.07	0.16
ENSG00000251334	0	0	0	0	0	0	0	0	0	0	0	0	0
TEMN3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251338	0.06	0.03	0	0	0	0	0	0	0	0.08	0	0	0
ENSG00000251339	0.03	0.24	0.04	0.18	0	0	0	0.01	0	0.13	0	0	0.02
MTCYBP35_ENSG00000251340	0.21	0.14	0.23	0.03	0.14	0	0	0	0.05	0.12	0.1	0.02	0.02
ENSG00000251342	0.32	0	0	0.03	0	0	0	0	0.02	0.05	0	0.11	0
CDRT15P11_ENSG00000251345	0.5	0.1	0	0	0	0	0	0	0	0	0	0.24	0
IRF5P1_ENSG00000251347	0.03	0.14	0.02	0.01	0.03	0	0	0	0.01	0.02	0	0.03	0.05
HSPD1P11_ENSG00000251348	0.47	0.11	0.24	0.07	0.09	0	0.16	0.01	0.08	0.06	0	0.01	0.12
MSANTD3-TMEFF1_ENSG00000251349	0.37	0.39	0.44	0.22	0.47	0.3	0.25	0.34	0.33	0.38	0.19	0.24	0.15
LINC02475	0.21	0.1	0.07	0.01	0.11	0.01	0	0	0.02	0.01	0.05	0.01	0.12
ENSG00000251352	0.11	0.21	0	0.16	0	0.28	0	0	0.03	0	0.11	0.17	0.12
