GeneSymbol	D4_INT_EPIi_PI_1	D4_INT_EPIi_PI_2	D4_INT_EPIi_LPS_2	D4_INT_EPIi_5OP_1	D4_INT_EPIi_5OP_2	D4_INT_EPIi_C_1	D4_INT_EPIi_C_2	D4_ISO1_EPIi_1	D4_ISO1_EPIi_2	D4_INT_EPIi_LPS_1
HMGCS1	51.1	47.2	47.36	44.1	44.43	54.32	64.31	85.04	76.51	61.02
DAP	16.8	17.92	16.9	15.41	16.56	18.8	20.88	19.38	15.44	27.16
NME5	0.03	0.15	0.14	0.01	0.15	0	0	0.16	0.24	0
BRD8	8.32	5.38	7.25	7.06	7.21	7.01	9.82	11.58	11.2	8.04
KIF20A	0.05	0.02	0	0	0	0.01	0.01	0	0.02	0
NNT	2.38	3.03	2.36	2.22	2.66	2.32	2.34	4.1	1.98	4.77
MRPS30	0.61	1.26	1.09	0.87	0.53	0.72	1.11	1.03	0.95	1.24
HSPA9	8.55	11.47	12.81	7.82	11.06	13.42	13.58	9.8	8.08	13.63
MRPS27	0.36	0.44	0.47	0.38	0.78	0.42	0.49	0.79	0.58	0.57
PFDN1	5.65	6.88	6.28	5.27	5.76	6.5	8.58	18	8.16	12.37
HBEGF	3.95	3.68	3.19	2.65	3.48	4.23	4.61	2.39	2.42	5.24
SLC4A9	0.04	0	0	0	0.01	0.01	0.03	0	0.02	0
LOX	0	0	0	0	0	0	0	0.07	0	0
GZMK	0	0	0	0	0	0	0	0	0	0
CDH9	0	0	0	0	0	0	0	0	0	0
APBB3	0.54	0.17	0.55	0.09	0.2	0.09	0.49	0.14	0.35	0.27
TMCO6	0.18	0.19	0.2	0.08	0.09	0.13	0.36	0.49	0.42	0.11
SPARC	0	0.08	0.04	0.02	0.01	0.02	0.04	0.35	0.08	0
IK	17.32	19.43	16.73	15.62	18.01	22.44	22.29	36.66	21.86	21.67
HMGCR	35.09	30.25	33.26	30.55	33.01	36.01	36.72	27.77	24.87	39.77
CERT1	5.48	6.04	6.81	5.72	4.58	6.27	6.6	7.87	6	7.26
FAF2	4.03	4.38	5.35	4.74	5.05	4.72	6.61	8.2	6.74	6.77
HAND1	0	0	0	0	0	0	0	0	0	0
PCDHB3	0	0	0	0	0	0	0.01	0	0	0
PCDHB5	0	0	0	0	0	0	0	0	0	0.02
PCDHB6	0	0	0	0	0	0	0	0	0	0
PCDHB7	0	0	0	0	0	0	0	0	0	0
PDE8B	0	0	0	0.01	0	0	0.01	0	0	0
CLK4	2.78	1.3	1.38	1.18	2.03	1.56	1.98	1.61	1.37	2.36
PCDHB15	0	0.01	0	0	0.01	0.03	0	0.04	0.02	0
HAVCR1	2.22	1.83	1.56	1.26	1.43	2.62	2.12	1.06	1.23	2.6
GRM6	0	0	0	0	0	0	0	0	0	0
ITK	0	0	0	0	0	0.01	0	0.01	0	0
RNF130	1.37	1.46	1.37	1.41	1.2	1.18	1.37	1.37	1.31	1.87
THG1L	0.12	0.32	0.22	0.3	0.19	0.25	0.26	0.5	0.11	0.23
ARSB	0.05	0.21	0.08	0.12	0.29	0.11	0.16	0.07	0.15	0.13
CLINT1	23.62	23.3	19.61	20.71	21.17	23.25	25.47	40.42	32.6	27.11
THBS4	0	0	0	0	0	0	0	0	0	0
CNOT6	4.26	4.88	4.39	4.65	3.97	3.55	4.55	5.23	3.56	6.15
IL12B	0	0	0	0	0	0	0	0	0.01	0
BTNL8	27.08	25.31	23.31	27.58	26.3	24.53	30.25	42.16	30.31	32.15
TTC1	7.31	9.86	8.73	7.6	8.17	8.7	10.23	11.66	9.9	9.55
MSH3	1.08	0.84	0.95	0.84	0.97	0.98	1.05	2.42	1.17	1.22
RASGRF2	0.38	0.78	1.11	0.51	0.67	0.73	0.97	0.78	0.39	1.31
GABRG2	0	0	0	0	0	0	0.01	0	0	0
CCNG1	16.38	18.14	16.31	17.23	16.06	15.67	20.06	50.13	45.22	27.33
POLR3G	0.03	0.11	0.09	0.01	0.07	0.01	0.07	0.23	0.06	0.01
DROSHA	6.03	3.99	4.77	3.97	4.34	4.84	5.46	10.7	4.91	3.29
CDH6	0	0	0	0	0	0	0	0	0	0
LMNB1	0.26	0.26	0.13	0.33	0.52	0.54	0.3	1.06	0.84	0.19
ARRDC3	5.95	5.86	5.06	4.56	5.15	5.75	6.43	3.49	4.03	7.39
GOLPH3	8.79	9.07	8.93	8.36	8.61	8.17	10.28	15.9	13.19	16.57
SUB1	16.89	17.01	17.83	15.35	15.53	19.43	22.2	26.6	26.57	31.14
NPR3	0	0.02	0	0	0	0	0	0.01	0	0
FAM172A	3.17	2.49	2.49	3.2	1.85	2.43	4.08	4.11	2.71	3.24
SLC27A6	0	0	0	0	0	0	0	0	0	0.03
TARS	26.56	29.81	28.36	26.27	30.04	32.27	32.11	38.85	30.75	35.77
IRX4	0	0	0	0	0	0	0	0	0	0
LNPEP	2.28	2.06	1.92	1.88	2.04	2.47	2.67	2.86	2.08	2.63
PDE4D	3.95	3.52	3.88	3.8	2.79	4.44	4.78	6.21	5.31	4.94
RAD1	2.33	2.28	2.52	2.13	2.7	2.75	2.59	2.63	2.46	3.18
BRIX1	0.38	0.38	0.16	0.31	0.3	0.23	0.36	0.38	0.25	0.59
AGXT2	0	0	0	0	0	0.01	0	0	0	0
PRLR	1.69	1.38	1.15	1.16	0.79	1.62	1.63	1.02	0.82	2.14
SLC12A7	8.32	8.68	7.55	8.16	8.56	8.43	9.07	7.51	6.83	10.98
IL4	0	0	0	0	0	0	0	0	0	0
RAD50	3.5	4.38	3.22	3.61	3.59	4.33	5.19	5.61	4.26	4.53
IL5	0	0	0	0	0	0	0	0	0	0
ST8SIA4	0	0	0	0	0	0.01	0	0	0	0
GNPDA1	3.44	2.39	1.66	2.33	3.07	2.57	3.31	12.26	11.31	3.76
PCDH12	0.02	0.05	0	0.01	0.03	0.01	0.02	0	0	0.01
SKP1	109.6	115.64	105.84	103.96	104.85	116.64	133.23	156.17	128.1	161.45
NUP155	0.09	0.21	0.42	0.32	0.14	0.23	0.31	0.3	0.34	0.34
PPP2CA	26.34	31.34	33.29	27.27	28.19	28.85	33.8	45.24	38.66	49.21
FGF1	0	0	0	0	0	0	0.06	0.05	0	0.01
NR3C1	2.82	3.02	3.3	2.99	3.51	3.21	3.8	7.79	7.15	5.15
C5orf15	5.6	6.78	6.39	4.7	5.47	6.94	6.63	20.21	19.43	13.16
PPWD1	1.67	1.84	1.02	1.66	1.25	1.91	1.68	3.51	2.77	2.6
LIFR	0.27	0.24	0.14	0.24	0.21	0.32	0.39	0.92	0.56	0.47
TRIM23	1.05	0.88	1.24	1.04	1.18	1.13	1.89	1.88	1.47	2.13
TRAPPC13	1.86	1.71	1.65	1.2	1.6	1.42	1.33	3.08	2.74	1.83
C9	0	0	0	0	0	0	0	0	0	0
SEC24A	25.26	22.6	23.16	21.69	19.03	21.57	24.13	37.69	38.7	33.24
TXNDC15	1.96	2.16	2.13	2.37	1.79	1.88	1.83	1.21	1.31	1.77
TTC33	1.67	1.43	1.95	1.26	2.75	1.79	2.38	3.35	2.2	1.04
RARS	4.08	4.76	5.07	3.18	3.96	5.6	4.69	11.34	9	7.53
WWC1	25.92	24.56	25.89	26.36	22.49	28.94	30.96	37.63	24.61	33.01
H2AFY	37.86	37.26	34.58	39.19	41.51	42.5	43.53	41.79	33.05	54.3
TCERG1	4.61	3.45	4.31	4.04	3.78	3.65	6.19	7.21	4.39	4.67
DPYSL3	0.13	0.25	0.48	0.19	0.09	0.37	0.28	0.85	0.36	0.14
SMAD5	1.11	0.95	0.58	0.76	1.13	0.67	0.84	1.91	1.36	1.56
CSNK1A1	41.75	43.82	43.7	43.33	44.06	47.3	55.49	59.91	44.33	55.96
HMGXB3	2.62	2.4	2.52	2.36	2.29	2.01	3.28	2.38	2.37	3.32
ERGIC1	32.62	30.48	31.98	32.11	32.78	30.78	37.71	45.42	36.3	36.75
PDGFRB	0	0.01	0	0.01	0.06	0	0	0	0.01	0
CDX1	14.14	14.62	13.72	14.25	14.79	15.52	15.05	13.05	13.29	19.02
ATP6V0E1	13.6	14.08	12.58	13.44	12.99	14.01	16.66	20.52	18.14	18.95
BNIP1	0.48	0.22	0.44	0.37	0.23	0.34	0.42	0.4	0.52	0.44
STC2	0.18	0.07	0.32	0.08	0.22	0.06	0.11	0.24	0.05	0.28
CPEB4	8.87	7.74	9.09	6.59	6.93	7.96	8.37	10.88	9.82	11
HRH2	0	0	0	0	0	0.01	0	0	0	0
DBN1	9.23	13.04	13.79	13.41	14.31	12.56	14.24	4.03	7.48	12.62
ZNF346	1.02	0.38	0.53	0.94	0.7	0.41	0.8	0.44	0.58	0.63
UNC5A	0.05	0.04	0.05	0.04	0.06	0.05	0.06	0.05	0.05	0.14
EHHADH	2.13	2.72	3.18	3.07	2.43	2.53	2.29	3.54	2.01	2.18
CNTN3	0	0	0.01	0.01	0	0	0.02	0.14	0.02	0
SMC4	3.28	1.88	3.48	3.57	3.85	3.96	4.54	5.92	4.58	5.26
SELENOK	7.05	6.4	8.18	6.99	5.7	8.98	9.65	11.23	9.45	10.62
ACTR8	1.43	2.13	0.93	1.9	0.77	1.28	1.09	1.91	1.19	1.94
TBCCD1	0.48	0.48	0.52	0.49	0.3	0.46	0.74	1.22	0.62	0.62
TIMMDC1	5.23	6.29	5.26	4.52	6.13	6.53	6.46	11.7	9.15	11.42
CRBN	3.91	2.89	2.5	2.91	2.63	3.34	3.78	7.67	5.78	2.86
KNG1	0.53	0.17	0.1	0.31	0.34	0.41	0.34	0.29	0.66	0.62
HRG	0	0.01	0.01	0	0	0.06	0	0	0	0
BCL6	1.7	1.21	1.25	1.05	1.87	1.32	1.84	5.24	3.98	1.56
HGD	9.35	11.48	7.85	7.85	11.6	10.97	10.54	5.4	4.44	12.2
CLDN16	0.05	0.19	0.02	0.05	0.04	0.26	0.28	0.05	0.09	0.33
ARL6	0.02	0.05	0.06	0.03	0.02	0.09	0.09	0.11	0.07	0.01
NPHP3	2.13	1.68	1.33	1.09	2.41	1.76	2.64	2.14	0.98	0.85
CD86	0	0	0	0	0	0	0	0	0	0
AMOTL2	4.68	5.77	6.1	7.07	7.06	4.97	5.72	6.38	5.27	7.98
NIT2	0.4	0.26	0.22	0.26	0.24	0.66	0.42	0.27	0.26	0.42
FAM162A	13.78	16.42	16.16	12.04	16.15	16.18	17.56	17.06	11.75	20.52
OGG1	1.2	1.34	1.4	0.92	0.99	1.58	1.21	1.63	0.66	1.65
KPNA1	5.57	6.27	5.59	5.99	6.15	6.27	8.88	11.56	7.22	8.43
PCCB	7.5	5.62	6	6.55	7.4	6.53	6.36	8.27	7.77	8.93
UBE3A	14.51	13.72	14.46	11.75	15.51	17.33	19.75	26.5	18.07	22.86
ARMC8	4.15	5.47	3.7	3.66	4.11	7.48	5.64	9.96	8.39	4.89
CEP70	1.19	1.16	0.77	1.11	0.97	0.82	0.87	4.1	1.92	1.15
RBP2	1.89	2.55	1.68	2.84	2.76	3.68	4.52	1.22	0.49	2.23
RBP1	0.26	0.36	0.89	0.71	0.76	0.54	1.04	0.73	1	0.78
SLC25A36	1.73	0.92	0.91	0.58	1.48	1.19	1.31	2.25	1.84	1.18
GRK7	0	0.01	0	0	0	0	0	0	0	0
RNF7	18.26	17.5	15.44	14.94	16.76	15.86	19.18	24.92	18.12	15.72
TFDP2	7.26	5.5	6.87	5.52	6.24	9.07	8.82	26.82	19.19	12.03
XRN1	53.66	48.12	38.39	43	41.52	60.82	65.7	163.1	122.62	55.59
KAT2B	3.63	4.31	3.43	3.08	3.23	4.38	4.26	15.19	9.25	6.9
BCHE	0	0	0	0	0	0	0	0	0	0
SERPINI2	0	0	0	0	0	0.01	0	0	0	0
PDCD10	15.24	16.76	17.76	15.07	14.81	16.81	19.39	30.42	28.21	25.2
LRRC31	2.8	1.47	1.45	1.96	2.56	1.69	2.38	2.2	2.35	1.85
WNT5A	0	0	0.01	0.01	0.08	0.01	0	0.01	0	0
PFKFB4	5.24	3.88	4.66	4.92	5.22	4.81	5.44	6.18	5.56	4.13
COL7A1	0.24	0.08	0.55	0.3	0.3	0.13	0.19	0.82	0.36	0.05
FGF12	0	0	0	0	0.01	0	0	0	0	0
PRKAR2A	9.8	13.82	10.33	9.37	12.14	13.01	12.58	8.68	7.37	12.97
HES1	5.12	6.69	5.58	4.49	6.6	5.74	7.01	8.53	4.91	8.87
USP4	5.64	5.68	5.13	5.67	6.04	5.6	6.62	10.21	8.23	6.47
ACAP2	13.58	13.85	13.44	12.72	12.24	14.15	15.26	21.88	17.62	20.73
ECT2	2.85	3.06	2.1	1.61	2.03	2.88	3.6	5.71	4.5	3.44
GNAT1	0	0	0	0	0	0	0	0	0	0
GNAI2	27.86	29.54	31.75	27.33	31.08	33.68	36.73	22.65	18.02	36.89
TFG	38.15	36.51	35.92	36.82	36.99	38.48	42.81	67.44	58.15	60.52
USP9Y	0.3	0.42	0.46	0.85	0.41	0.76	0.81	0.82	0.42	0.87
HYAL1	1.09	0.99	1.22	0.82	1.07	0.57	1.4	0.44	0.3	1.25
TUSC2	0.36	1.13	0.77	0.68	0.8	1.02	0.89	0.97	0.83	3.22
NPRL2	0.62	0.5	0.66	0.61	0.76	0.61	0.6	0.86	0.78	0.64
RPL24	41.59	45.08	40.32	39.83	44.89	46.25	50.28	72.26	58.05	48.93
CYB561D2	0.94	1.1	1.27	1.13	1.04	0.95	1.21	0.72	1.09	0.98
C3orf14	0.06	0.15	0.43	0.1	0.14	0.35	0.03	0.29	0.52	0.33
FXR1	16.92	16.78	16.93	13.17	15.51	16.11	20.61	21.64	15.85	18.99
CBLB	5.58	4.43	4.08	3.93	3.59	6.12	6.45	6.66	5.84	6.17
BBX	8.58	7.08	6.19	6.04	8.27	8.52	10.45	19.46	19.46	7.46
IFT57	0.93	1.08	1.47	1.4	1.1	1.13	1.16	3.75	3.24	1.85
GNB4	0.03	0.1	0.02	0.06	0.02	0.02	0.02	0.09	0.05	0.08
HHLA2	55.01	50.68	51.56	51.99	47.2	54.32	73.14	119.57	124.02	74.69
IQCG	0.85	0.65	0.64	0.65	0.68	0.85	0.54	1.44	0.88	0.76
GBE1	9.12	8.21	8.15	7.09	8.05	8.15	9.49	8.89	8.4	11.74
MORC1	0	0	0	0	0	0	0	0	0	0
UMPS	1.16	1.82	1.71	1.24	1.99	2.16	1.95	5.66	1.73	3.93
NCBP2	5.39	5.66	4.39	4.97	4.12	4.49	6.01	7.73	5.58	6.34
SNX4	4.26	5.12	5.2	3.58	3.99	4.98	7.73	5.76	4.31	6.3
C3orf52	1.62	2.24	2.13	2.19	2.13	2.41	2.62	2.61	1.91	3.36
FRMD4B	1.34	1.19	1.76	1.11	1.42	1.62	1.63	4.8	3.33	2.55
SLC41A3	2.31	2.46	2.18	1.66	2.09	2.14	2.68	3.04	1.55	2.89
ROPN1B	0	0	0.02	0	0	0	0	0.13	0	0.04
PLXNA1	3.12	4.15	4.06	3.51	3.75	4.05	3.87	3.19	1.17	4.55
ATP6V1A	7.03	7.37	6.74	6.34	7.34	6.71	7.85	9.89	6.44	8.77
ABTB1	3.41	2.41	2.54	2.04	2.22	1.56	2.12	2.31	2.4	2.58
PODXL2	3.15	3.33	3.74	2.89	3.13	3.92	3.8	3.4	3.03	4.37
UPK1B	0.02	0.01	0	0.02	0.02	0.02	0	0.03	0.04	0.04
CSPG5	0.03	0.09	0.09	0.18	0.11	0.11	0.07	0	0	0.04
KLHL18	1.32	1.72	0.73	0.75	1.28	0.91	0.86	2.95	0.78	1.14
SCAP	5.52	5.51	4.96	5.97	5.91	5.74	6.36	11.65	5.33	7.15
EFCC1	0	0	0	0	0	0	0	0	0	0
KIAA1257	0.03	0.02	0.01	0.03	0.01	0.03	0.05	0.15	0	0.04
NEK11	2.36	2.25	2	1.93	1.29	1.97	2.53	5.97	3.99	3.14
MRPL3	1.17	1.5	1.14	0.95	1.11	1.48	1.52	1.07	1.6	1.74
PLSCR4	3.68	2.94	2.87	2.88	3.28	3.5	3.72	10.93	8.98	3.89
HEMK1	0.29	0.19	0.12	0.14	0.11	0.23	0.35	0.15	0.16	0.24
CISH	0.36	0.21	0.37	0.35	0.26	0.35	0.41	0	0.07	0.55
MAPKAPK3	1.46	1.65	1.39	1.92	1.87	1.6	1.85	1.63	0.92	2.15
ACVR2B	0.28	0.11	0.11	0.15	0.09	0.19	0.17	0.2	0.37	0.19
WDR48	2.6	2.8	2.63	2.26	2.36	3.03	3.32	4.88	5.09	3.46
COMMD2	5.44	6.15	6.67	5.7	7	9.06	8.09	10.6	9.84	9.36
GORASP1	2.85	3.11	2.92	3.16	3.14	3.56	3.31	5.56	4.16	3.87
PEX5L	0	0	0	0	0	0	0	0	0	0
RRP9	0.04	0.24	0.12	0.15	0.12	0.11	0.15	0.02	0.21	0.12
ABCC5	9.41	8.07	10.65	9.79	10.7	8.31	11.47	9.68	6.23	14.83
AADAC	0.97	0.81	0.67	1.25	1.07	0.9	1.22	0.79	0.77	0.91
ABHD14B	1.66	1.48	1.87	1.29	1.98	2.33	1.46	2.45	1.64	1.52
EIF1B	4.11	3.72	3.49	3.57	2.91	3.65	5.1	5.53	5.09	6.5
ABHD14A-ACY1_ENSG00000114786	0.9	0.5	0.45	1.97	0.6	1.46	1.6	1.97	2.56	1.91
ARHGEF26	0.24	0.44	0.25	0.18	0.4	0.43	0.43	4.2	1.95	0.45
KLHL24	4.49	2.89	2.82	4	3.11	2.64	4.32	5.38	5.99	5.19
PLCH1	0.52	0.52	0.37	0.27	0.41	0.56	0.58	5.13	4.91	0.69
VIPR1	6.39	5.01	5.5	5.08	6.16	4.98	5.51	4.01	2.46	7.82
DNAH1	0.55	0.48	0.61	0.44	0.54	0.73	0.43	0.78	0.57	0.52
SSR3	14.72	16.4	16.64	14.33	14.88	17.93	18.33	28.31	18.57	12.54
ZBTB47	0.35	0.38	0.42	0.37	0.39	0.44	0.45	0.34	0.38	0.46
TNNC1	4.27	3.12	3.43	2.85	2.9	4.08	3.7	4.59	3.5	5.38
NKTR	4.1	2.75	2.9	2.77	2.97	3.32	3.64	3.85	3.21	4.72
CLCN2	7.58	8.1	9.85	8.36	8.22	8.99	9.03	10.27	7.85	10.17
FOXP1	3.22	2.78	3.44	3.35	2.65	4.47	4.66	11.03	6.9	4.68
EIF4G1	44.57	46.26	47.8	41.93	42.27	46.72	47.92	47.59	39.7	51.75
SPCS1	18.17	17.28	14.31	17.05	17.8	15.43	18.15	16.72	15.62	20.61
NEK4	1.49	2.95	1.52	1.55	1.14	1.57	2.38	3.48	2	1.56
SLC4A3	0.05	0.38	0.09	0.16	0.37	0.27	0.22	0.08	0.1	0.2
INO80D	5.3	4.74	4.07	4.68	4.17	5.56	5.23	12.4	7.97	4.7
EEF1B2	27.5	26.97	24.54	25.67	28.42	30.63	32.58	40.18	24.8	30.11
ADAM23	0	0	0	0.02	0	0.01	0	0.01	0	0.01
DGUOK	3.83	3.85	2.84	3.74	3.74	4.24	4.5	4.36	3.89	5.68
MOB1A	9.81	12.98	11.74	11.56	11.51	12.84	12.79	25.31	23.31	21.98
KANSL3	3.46	2.68	2.34	2.28	2.61	2.72	3	2.96	2.68	2.71
LMAN2L	1.65	1.74	1.53	1.09	1.3	1.62	1.8	2.4	1.45	2.09
RTKN	1.09	1.76	1.39	1.63	1.88	1.41	1.75	0.87	0.62	2.37
TTL	0.28	0.49	0.29	0.27	0.25	0.28	0.42	0.21	0.21	0.36
IL1A	0.05	0.15	0.16	0.14	0.2	0.1	0.11	0.16	0.15	0.05
CCL20	3.35	3.96	4.53	3.08	3.14	4.88	4.71	5.62	10.91	5.49
PIKFYVE	1.62	1.88	2.47	2.05	2.31	2.01	3.12	2.43	2.3	2.02
KCNIP3	0.06	0.06	0.02	0.3	0.01	0.02	0	0.35	0.04	0
FAHD2A	1.49	1.98	1.7	2.09	1.91	2.4	1.86	1.47	2.09	2.26
NCL	16	17.65	16.69	14.89	17.44	19.13	22.15	29.28	21.24	18.82
ACTR1B	2.79	2.63	3.59	2.58	2.16	3.57	3.57	2.73	2.08	3.03
SLC35F5	13.41	11.61	12.11	14.01	12.35	12.65	16.92	23	20.58	23.45
ZAP70	0	0	0	0	0	0.01	0	0	0	0
ACTR3	51.29	51.62	54.88	46.02	48.12	55.65	53.57	66.84	59.18	74.52
STEAP3	0.13	0.13	0.11	0.1	0.12	0.12	0.15	0.08	0.16	0.25
EPB41L5	4.68	5	4.41	4.26	4	5.34	5.43	8.28	6.97	7.12
TFCP2L1	4.04	4.97	4.95	5.27	4.75	4.97	5.93	4.88	4.07	5.35
SF3B6	14.46	14.92	13.87	13.14	13.06	12.23	17.55	34.08	24.41	24.56
TP53I3	14.18	14.55	13.93	15.12	14.82	14.46	15.14	18.82	11.61	16.84
DNAJC27	0.05	0.07	0.14	0.24	0.04	0.22	0.1	0.13	0.03	0.19
POMC	0	0	0	0	0	0	0	0	0	0
STAM2	4.63	4.98	4.36	3.82	3.7	4.92	6.16	7.83	6.32	6.54
OTOF	0	0	0	0	0	0	0	0	0.01	0
GPD2	12.45	13.43	12.51	11.22	12.31	13.62	16.75	22.73	18.03	22.02
CENPA	0.03	0	0	0	0	0	0.1	0	0	0
CYTIP	0.03	0	0	0	0.05	0.05	0	0	0.01	0.01
ACVR1	1.96	1.82	1.87	1.84	1.51	2.41	2.76	3.97	3.73	2.38
TANC1	5.4	5.44	5.19	5.37	5.43	6	6.29	10.44	8.13	6.69
SLC30A3	0	0	0	0	0	0	0	0	0	0
MPV17	1.09	1.8	1.12	1.39	1.83	1.64	2.22	3.73	3.68	2.81
GTF3C2	2.54	2.95	2.63	2.87	2.8	3.01	3.21	4.53	4.04	3.97
EIF2B4	2.63	2.87	2.53	2.8	2.48	2.86	3.6	3.15	2.44	2.58
NRBP1	22.5	23.27	23.08	23.17	24.5	26.6	32.95	22.89	20.71	27.69
ITGB6	18.86	14.59	14.22	16.81	14.88	16.72	18.74	18.74	17.75	25.21
FNDC4	1.22	0.75	1.54	0.97	1.35	1.04	1.06	0.51	0.97	1.47
ITGA4	0	0	0	0	0	0.05	0	0	0	0
PSMD14	4.05	5.26	4.83	3.89	4.72	6.26	6.97	4.92	4.34	8.38
SNX17	2.46	2.75	2.73	2.19	2.3	2.93	2.96	3	2.87	2.88
ASB3	0.63	0.26	0.27	0.3	0.7	0.92	0.79	0.53	0.73	0.48
PPM1G	4.44	5.88	4.92	5.16	4.74	6	5.94	6.43	4	5.58
PDE1A	0	0	0.01	0	0	0	0	0.02	0.01	0
REEP6	1.56	2.45	1.88	2.27	2.44	2.41	1.66	0.4	0.61	2.4
PCSK4	0.2	0.06	0.36	0.57	0.08	0.38	0.21	0.21	0.39	0.26
GCG	0	0	0	0	0	0	0	0	0	0
APC2	0.03	0.01	0.03	0	0	0.01	0.01	0	0.01	0.01
IFIH1	1.44	1.96	0.69	0.99	1.07	1.56	1.49	6.36	5.49	1.12
RPS15	30.52	51.86	36.92	47.87	56.52	36.97	34.67	29.53	31.69	64.39
GCA	1.67	1.09	1.28	0.85	1.19	2.13	1.79	2.67	1.84	1.21
INO80B	0.47	0.44	0.73	0.56	0.45	0.51	0.61	1.66	0.43	0.62
MOGS	2.93	2.73	2.9	2.6	2.69	2.71	3.89	2.58	3.15	3.54
TTC31	2.71	2.98	2.33	3.39	2.95	3.61	3.9	7.46	4.59	2.66
NDUFS7	4.64	8.16	5.6	7.58	8.15	5.01	3.22	0.96	1.18	7.87
PCGF1	0.91	1.01	1.08	1.2	0.78	1.92	1.31	2.1	2.09	1.75
GRB14	0.01	0.18	0	0.03	0	0.02	0.06	0.08	0.02	0.01
CLIP4	1.78	1.5	1.38	1.4	1.77	1.39	1.54	1.98	1.84	2.09
TLX2	0.02	0.01	0	0	0	0.01	0	0	0	0
SPTBN1	69.57	74.15	75.49	72.21	69.01	76.76	90.23	157.98	132.77	84.57
AUP1	11.18	11.92	12.26	14.17	13.14	11.12	11.94	13.94	9.47	13.74
RTN4	33.76	36.27	34.34	35	32.75	35.98	43.14	46.21	42.97	57.72
HTRA2	0.64	1.18	0.99	1.3	1.45	0.94	1.33	0.83	0.57	0.72
LOXL3	0	0	0	0	0	0.01	0.02	0	0	0
DOK1	0.32	0.74	0.4	0.45	0.61	0.5	0.45	0.2	0.26	0.31
GALNT3	25.38	27.04	23.97	22.15	20.95	26.96	30.1	29.16	24.61	31.53
POLE4	0.72	1.69	1.35	0.72	0.97	1.53	1.86	1.14	0.26	1.81
TACR1	0	0	0	0	0	0	0	0	0	0
CCDC88A	0.6	0.39	0.31	0.57	0.33	0.47	0.39	0.48	0.3	0.68
ACADL	0	0	0	0	0	0	0	0	0	0
EVA1A	0	0.06	0	0.32	0.01	0.09	0.13	0	0.01	0
MRPL19	1.58	1.38	1.04	1.2	1.39	1.68	1.64	1.55	0.98	1.89
LANCL1	0.77	0.76	0.66	0.92	0.56	0.98	1.04	1.55	1.69	0.68
WDR75	0.78	0.88	0.5	0.44	0.34	0.49	0.84	0.81	0.75	1.36
EFEMP1	0.24	0.07	0	0	0	0.01	0.02	0.2	0.28	0
REG1A	0	0	0	0	0	0	0	0	0	0
FANCL	1.26	1.27	1.04	1.08	1.06	1.13	1.79	2.8	2.3	2.41
FN1	0.21	0.32	1.31	0.73	1.72	1.54	1.02	1.6	2.06	1.17
STAT1	9.1	9.46	9.53	8.12	8.14	11.83	10.62	186.53	160.41	12.94
GLS	34.09	29.07	30.03	34.88	34.87	29.7	37.18	49.99	43.92	41.38
PAPOLG	0.55	0.76	0.59	0.66	0.54	0.4	0.67	1.07	0.82	1.07
DNAH6	0.01	0.01	0	0	0	0	0.01	0	0.02	0.02
PECR	0.41	0.16	0.62	0.34	0.69	0.33	0.45	0.81	0.63	0.48
UNC50	2.3	2.76	2.64	2.24	1.6	2.28	2.59	4.04	4.23	3.42
IGFBP2	1.33	1.75	1.59	1.42	1.49	1.79	1.65	0.56	0.64	2.36
ELMOD3	1.74	1.52	1.51	1.5	1	1.52	2.95	2.71	2.37	2.26
IGFBP5	0	0	0	0	0	0	0	0	0	0
USP34	7.55	6.67	6.13	5.59	5.45	6.6	8.66	9.41	8.09	8.16
EFHD1	0	0.01	0	0	0	0	0	0	0.02	0
KCNJ13	0.08	0.03	0.01	0.04	0	0.04	0.03	0.03	0.08	0
CCT4	2.18	3.28	2.95	2.27	3.25	2.84	2.9	2.24	1.52	3.62
GGCX	1.66	1.71	2	1.88	1.7	2.22	2.86	1.88	1.77	1.93
NEU2	0	0	0	0	0	0	0	0	0	0
EHBP1	13.2	11.15	11.48	11.11	12.99	11.94	14.98	32.69	26	13.15
OTX1	0	0	0	0	0	0	0	0	0	0
TXNDC9	10.4	8.92	7.87	8.81	6.91	10.3	11.48	11.52	9.63	10.13
COQ10B	5.49	5.29	5.28	4.35	4.73	6.31	7.72	11.1	9.03	9.14
GNLY	0	0.07	0	0	0	0.06	0	0	0	0
SF3B1	44.1	36.91	37.32	34.98	32.34	42.86	48.62	72.63	48.28	40.25
ST3GAL5	0.36	0.23	0.25	0.3	0.49	0.24	0.54	0.4	0.31	0.41
CHST10	0	0	0	0	0.01	0.02	0	0.01	0	0
PDCL3	0.36	0.59	0.47	0.86	0.37	0.52	1	0.62	0.73	0.68
MOB4	3.62	3.34	2.97	3.63	2.8	4.49	2.9	4.75	3.69	4.67
HSPE1	2.55	2.9	2.9	2.24	1.97	3.16	3.6	4.9	2.49	4.95
KDM3A	38.09	26.01	30.51	30.55	26.68	35.25	39.75	38.65	37.62	25.16
PLCD4	0.02	0	0.11	0	0.01	0.14	0.03	0.01	0	0
CHMP3	70.83	71.84	78.31	73.82	74.48	81.34	82.89	101.44	74.88	84.85
ZNF142	0.19	0.3	0.27	0.19	0.19	0.33	0.54	0.1	0.13	0.19
