GeneSymbol	D4_ISO2_HEP_1	D4_ISO1_HEP_L_1	D4_ISO1_HEP_L_2	D4_ISO2_HEP_2	D4_INT_HEP_PI_1	D4_INT_HEP_PI_2	D4_INT_HEP_LPS_1	D4_INT_HEP_LPS_2	D4_INT_HEP_5OP_1	D4_INT_HEP_5OP_2	D4_INT_HEP_C_1	D4_INT_HEP_C_2	D4_INT_HEP_GL_C
PFN3	0.97	0	0	0	0	0	0	0	0	0	0	0	0
PLXNB2	14.12	3.61	16.21	11.38	11.22	5.43	10.21	13.64	2.98	0.74	19.59	37.72	6.79
OR5AC2	4.16	1.31	5.8	2.32	0	0.59	0	3.77	0	0	0	0.86	0
AJAP1	4.25	2.2	4.45	4.19	0	0.02	0.09	2.64	0.01	0	0.01	1.53	1.47
XRCC2	4.48	2.78	9.81	5.5	0.01	0.45	0.31	6.79	0.25	0.1	0	1.49	0
MYO6	5.76	5.07	6.8	7.64	7.84	7.47	4	9.2	3.93	4.81	13.42	7.93	2.95
MRTFA	10.6	17.41	14.47	22.26	15.21	3.39	2.34	16.94	2.18	9.41	14.1	13.7	0
MBD3L2B	4.14	0	7.68	1.6	0	0	0	2.56	0	0	0	4.53	0
HDAC2	6.11	13.05	17.9	9.84	20.46	34.29	11.66	12.46	16.87	21.06	31.02	19.23	0
ANKRD20A19P_ENSG00000196593	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF782	4.21	1.19	3.18	2.8	1.94	0.45	0.4	1.17	1.23	0.03	0.2	1.43	7.74
SLC22A25	3.76	2.36	7.09	6.41	0	0.13	0.22	4.14	0.14	0.07	1.1	4.02	0
POTEF	3.31	1.84	2.79	3.87	0.02	0	0	1.58	0	0	0	4.58	0
ZNF846	11.98	7.1	13.83	19.35	3.83	3.07	2.52	5.37	0.12	0.61	2.06	4.87	0
MMP1	6.41	15.83	8.71	9.86	7.77	15.29	9.65	9.24	8	14.31	19.37	11.77	2.34
ADH1B	22.78	32.29	29.45	40.62	29.98	43.3	30.23	39.37	29.22	39.53	46.47	41.96	80.64
UGT2B15	2.59	0.89	2.42	3.77	3.46	3.14	2.66	3.7	1.12	2.56	5.5	2.22	0
TCF4	38.97	20.2	76.78	38.88	0.52	2.19	1.27	28.29	1.61	2.21	4.01	26.25	1.85
WNK3	3.18	0.38	3.03	1.38	3.07	1.98	0.47	4.16	3.78	0.66	0.1	2.3	0
LUADT1	0	1.03	0	3.59	0	0	0	0	0	0	0.49	0	0
SDHAF3	4.4	1.9	4.57	2.39	15.36	0.62	2.27	4.24	8.6	7.27	9.53	1.04	0
HRH1	23.42	13.8	32.52	19.15	0	0.01	2.22	16.7	0.34	0.09	0.19	5.46	0
RABL6	3.26	4.15	3.83	6.21	3.18	1.09	1.53	5.32	0.13	0.01	0.95	6.31	1.04
ZNF136	3.24	5.11	11.09	3.6	0.96	0.61	11.62	3.3	0.56	3.77	0.23	2.39	0
ZKSCAN5	5.88	4.26	7.44	6.35	1.17	0.21	1.22	4.54	0.58	0.91	0.76	4.63	0
ZNF502	7.51	1.14	4.04	2.5	0.32	0.4	0.18	2.27	0.03	0	0.07	1.64	0
TRAPPC4	14.9	18.32	26.55	15.71	2.22	8.29	6.12	16.47	15.43	6.18	5.47	18.22	0.13
ENSG00000196656	0	17.29	0	11.02	27	3.69	3.49	0	10.99	17.84	0.7	23.44	0
TTC30B	5.15	4.27	7.67	7	1.26	0.12	0.55	5.13	0.1	0.92	0.46	3.47	0
SLC30A10	10.4	4.3	14.42	8.04	0.12	0.02	0.3	8.55	0.69	0.01	2.86	1.71	0
TECPR2	2.45	2.86	2.79	2.63	0.17	0.23	1.53	2.42	0.18	0.03	2.55	2.72	0
TLR7	1.66	1.82	15.63	7.43	0	0	0	6.55	0.01	0	0.02	1.17	0
FAM180B	8.07	3.9	6.97	3.47	0	0	0.19	5.29	0	0	0.62	6.63	0
LINC00173	5.87	3.8	6.61	9.68	0	0.05	0	5.08	0	0	0.22	1.66	12.68
ZFP62	7.23	3.06	8.9	6.19	1.56	0.28	0.54	7.66	1.38	1.46	1.09	4.38	0
ERI2	6.64	6.41	10.08	7.34	2.15	1.64	1.32	6.1	0.75	2.06	1.7	12.48	0
TOMM7	21.97	43.08	39.03	26.67	110.66	174.53	171.38	36.39	151.68	124.71	64.19	26.72	394.27
HSH2D	5.32	3.4	7.14	6.79	0.02	0	0.11	4.6	0	0	0.09	2.79	0
TRPV1	1.75	1.8	2.47	3.7	0.01	0	0.09	1.65	0.24	0	0	4.41	0
ZNF33B	12.3	7.99	15.97	12.35	1.8	2.16	1.69	17.08	2.45	1.23	7.1	7.33	0
PDXDC2P-NPIPB14P_ENSG00000196696	7.88	9.47	12.29	9.68	6.88	0	0.76	6.93	8.09	0.4	6.99	10.47	0
ZNF512B	1.44	0.64	1.52	1.56	0.1	0.07	0.48	1.63	0.03	0.04	0.13	2.02	0
AMZ2	10.04	8.78	12.71	14.09	7.1	12.25	11.09	9.23	11.56	16.4	9.82	12.5	0
ZNF431	1.59	1.05	1.91	9.7	0.1	2.32	0.27	5.58	0.04	0.8	0.09	2.48	0
ALKAL1	0	0	0	0	0	0	0	0.49	0.18	0	0	0	0
NF1	31.73	16.35	44.86	21.6	9.27	4.63	3.75	23.76	5.92	4.25	19.14	18.65	0
VKORC1L1	2.8	2.95	4.09	6.07	2.77	0.42	0.72	3.64	0.65	2.63	1.47	2.57	0.85
ZNF418	5.22	4.27	8.59	8.59	0.49	0.21	0.17	6.62	0.04	0	0.01	3.6	0
DAPK1	18.75	13.84	24.13	18.65	2.15	12.78	4.05	9.45	7.43	1.47	1.7	8.41	0
LCE1B	2.87	4.03	1.68	7.17	0	0	0.08	3.89	0	0	0	3.34	5.66
HLA-DQA1	0	2.58	2.81	0.59	0.02	6.82	0.03	0.46	0.06	0	0.02	5.02	0
COL27A1	9.22	9.07	8.47	11.73	1.52	2.73	1.44	15.79	1.08	0.02	0.46	11.79	0
LINC01560	4.52	2.04	4.56	6.46	0	0	0	1.32	0	0	0.12	1.36	0
GM2A	11.72	13.57	15.07	16.39	4.33	6.21	5.25	12.66	5.3	3.46	5.85	12.65	1.65
HIST1H2AI	3.52	6.5	18.05	2.21	0	0	0.72	2.58	0.37	0	0	0.54	0
CLPSL2	0	0	0	0	0	0	0	0	0	0	0	0	0
S100A2	2.78	0.61	1.65	2.18	1.82	1.6	0	3.44	0	0	0	0.4	0
SNHG17	26.55	21.6	29	38	3.13	5.55	2.89	18.62	4.97	3.87	3.08	24.75	2.07
ZNF700	6.01	5.33	5.71	5.8	1.06	1.11	1.58	4.36	0.3	0.5	1.26	2.6	0
AC079612.1	2.57	1.85	3.71	2.94	0	0	0.05	2.32	0.16	0.03	0	2.54	0
POU3F4	1.5	0.83	3.11	1.36	0.22	0	0	1.53	0.08	0.01	0.06	1.03	0
OR14A16	4.31	1.21	5.39	3.58	0	0.2	0.39	4.68	0	0	0	1.88	0
CD47	7.14	23.62	21.17	5.88	7.93	9.24	5.93	6.06	3.09	3.84	2.54	8.93	0
OR52K1	4.82	3.07	7.44	4.29	0	0.54	0.23	3.51	0.02	0.03	0	3.13	0
TLE1	8.14	1.91	3.75	11.43	2.81	1.09	2.72	8.39	2.77	2.68	5.48	6.73	0
MAML3	3.25	2.52	3.69	4.56	0.26	0.17	0.38	3.79	0.5	0.23	0.55	2.79	2.35
HIST1H2AG	12.98	8.72	3.75	4.6	5.7	11.99	3.9	0	4.45	0.17	0	3.8	0
STRN3	9.8	5.62	6.32	2.96	4.83	7.65	2.06	10.86	2.84	6.48	30.94	13.76	0
ZNF239	3.81	4.82	5.71	5.54	0.01	0	1.43	4.01	0	0	0.48	3.52	0
NPIPB10P_ENSG00000196796	4.64	2.93	3.22	2.54	0	0	0	6.76	0	0	0	3.26	0
SPINK14	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2B	1.64	2.06	6.58	1.97	0	0	0.18	2.92	0	0	0	6.54	0
CTBP1-DT	6.19	3.96	10.89	6.32	1.13	0.12	0.45	5.56	0.51	0.04	0.26	3.29	2.39
CHRNG	0	0.35	1.56	1.88	0	0	0.06	0	0	0	0	1.62	0
ZSCAN16	2.05	1.61	4.21	1.34	0	1.46	1.14	2.03	1.52	1.47	1.39	4.26	0
MVB12B	7.47	6.23	8.13	14.5	0.19	2.07	1.39	6.68	0.5	0.02	0	9.22	0.06
ILRUN	4.52	11.88	10.46	7.24	17.02	11.21	11.59	16.03	8.86	10.7	14.69	20.9	12.07
ENSG00000196826	0	0	0	0	0.13	0	0	0	0	0	0	0	0
OR11G2	5.13	3.8	5.91	6.96	0.01	0.02	0.17	4.81	0.11	0.13	0.52	4.81	0
POTEI	1.95	3.4	4.86	3.18	0.05	0.12	0.03	2.74	0.06	0.02	0.08	1.46	0
ADA	11.37	12.94	14.54	21.1	1.36	0.44	1.76	12.06	0.88	2.78	2.89	14.23	0
ARID5A	1.23	1.68	5.53	0.99	0.04	0.02	0.56	1.4	0.03	2.59	3.76	2.61	5.32
PATE2	7.7	6.38	23.41	10.61	0	0.73	0	3.77	1.43	0.11	0.63	8.67	0.23
PPTC7	6.24	2.7	8.41	6.15	1.96	0.42	1.25	5.75	0.68	1.21	1.82	3.46	0
KRT39	2.95	1.31	6.47	2.12	0	0	0.37	3.43	1.52	0	0.3	1.24	0
TOMM20L	0	0	0	0	0	0	0	0	0	0	0	0	0
RGPD4	2.3	0.51	3.95	2.21	0	0	0.04	0.98	0.05	0.01	0	0.76	0
NHLRC2	3.82	4.41	17.3	5.65	1.41	1.24	0.98	3.9	1.22	0.98	1.96	1.86	2.18
HIST1H2AD	3.36	17.15	8.72	0	8.47	10.21	0.63	12.28	0.17	25.96	0.13	9.71	0
ZFP28	3.21	0.84	11.92	6.88	0	0.45	0.03	7.92	0.17	0.22	0.97	5.06	0
KIAA1211L	1.18	0.25	2.34	1.67	0	0	0	2.08	0	0	0	0.3	0
CBWD3	28.91	36.71	41.74	51.82	118.11	158.87	111.26	37.01	125.53	94.99	145.23	48.98	51.09
SCN8A	25.03	21.91	21.87	20.7	2.07	0.26	0.62	34.42	4.71	1.25	0.98	17.96	0
LAMB3	4.33	4.91	6.48	3.02	2.85	0.95	5.45	13.94	5.49	0.81	7.49	18.18	2.78
HIST3H2BB	6.58	1.14	7.7	3.29	0	0.08	0.1	5.4	0.38	0	0	2.04	0
ENSG00000196893	3.12	2	2.84	1.94	0	0	0	0.7	0	0	0.91	0.36	0
TEX43	0	0	0	0	0	0	0	0	0	0	0	0	0
KPNA5	1.59	2.42	3.04	1.96	1.33	1.2	0.89	3.12	0.71	0.5	0.17	2	0
ANKRD36B	5.59	3.99	11.09	8.66	2.43	0.51	1.28	6.12	2.44	0.3	0.37	3.22	0
ARHGEF12	23.34	15.62	28.07	22.51	12.35	11.9	10.5	28.01	10.63	9.01	22.21	16.69	2.95
HCAR1	2.84	1.61	2.84	3.5	0.15	0	0.02	1.97	0.03	0	0.06	1.94	0
ZNF252P_ENSG00000196922	0	0	0	0	0	2.54	0.61	0	2.47	0	2.74	0	0
PDLIM7	6.56	3.86	5.68	3.95	5.12	0.29	4.67	6.38	1.75	2.01	10.2	9.25	4.05
FLNA	71.57	11.94	34.71	27.71	33.52	27.87	36.7	81.36	20.95	9.81	46.59	96.77	53.55
TMEM26	5.7	1.32	6.73	2.74	0.01	0	0.14	4.46	0	0.07	0	0.71	0
RPS26P11_ENSG00000196933	0	3.78	3.87	0	0	0	0	0	0	0	0	1.08	0
SRGAP1	9.14	3.61	16.01	8.7	0.21	0.53	1.13	5.7	0.52	1.6	4.44	4.24	0.62
FAM3C	14.27	12.76	30.33	19.99	16	23.13	11.44	26.15	22.97	10.21	16.81	38.73	0
NOP9	6.35	4.43	9.03	6.09	1.43	1.76	1.52	6.33	0.28	1.52	2.29	6.28	0
OR2T4	5.3	5	8.32	4.99	0	0.93	0.26	3.6	0.69	0	0	3.7	0
ZNF705A	4.25	2.12	7.06	4.47	0	0	0	2.02	0	0	0.09	1.18	0
SLC39A10	9.62	10.5	21.55	6.17	0.26	1.04	2	5.41	1.28	0.1	0.96	7.86	24.91
SCOC-AS1	22.8	12.29	22.7	11.89	5.54	0	0.74	15.48	6.49	0.01	0.7	14.92	0
CASP4	22.71	92.06	57.63	26.37	65.03	66.93	56.53	31.74	58.68	66.56	71.78	36.27	16.03
AP2A1	12.03	7.18	16.98	11.73	5.57	1.88	6.16	15.85	2.19	1.27	9.91	18.77	4.45
ZNF585A	5.67	2.14	6.32	4.75	0.41	0	0.41	4.97	0.91	0.87	0.74	2.44	0
FUT11	8.8	3.87	12.26	8.84	0.06	0.81	1.34	7.98	0.52	0.11	2.27	3.57	0
NXF4_ENSG00000196970	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM10L2B	0.51	0.35	0.6	0.16	0	0	0	0.86	0.03	0	0	0.89	0
ANXA4	30.47	43.59	48	33.53	18.97	14.73	15.17	44.94	14.56	19.33	17.44	53.06	48.91
LAGE3	0.44	0.31	0	1.1	0.65	0.42	2.46	1.79	0.29	2.19	0.55	1.02	0
GPRACR	0.87	2.04	2.89	0.94	0	0	0	2.07	0.05	0	0	1.73	0
WDR5B	4.07	2.88	7.71	5.72	0.51	0.07	0.78	5.23	0.14	0.23	1.45	1.75	0
FAM163B	1.21	1.95	2.09	3.32	0	0.22	0	2.54	0.67	0	0	2.46	0
NPIPB9	1.49	0	0	2.65	0	0	0.33	0.64	0	0	0	0.38	0
WDR45	13.15	14.13	12.96	19.61	5.29	10.43	8.92	31.56	11.59	18.51	21.42	12.91	45.22
METTL9	5.04	10.42	8.87	10.26	4.7	13.66	9.02	15.98	4.58	10.81	17.51	11.51	8.49
ZNF138	0.27	0.44	1.1	0.98	2.21	4.51	1.27	2.08	1.88	1.99	1.73	0.26	0
ZNF429	6.57	10.53	9.12	9.36	1.13	0	0.35	13.23	4.59	0.2	0.03	7.94	0
ZNF470	9.9	2.35	11.82	6.18	0.7	0.32	0.44	7.78	0.57	0.26	1.51	3.5	0
SERTAD1	8.5	4.57	7.75	7.25	0	0.8	0.1	4.08	0	0	0.02	9.2	0
ZNF100	2.69	1.02	3.1	0.97	1.21	0.78	0.88	0.73	0.26	0.75	1.6	3.43	0
CXorf40B	1.6	3.92	2.94	4.09	6.41	4.29	6.68	9.74	5.44	6.72	11.09	6.03	0
OR51A6P_ENSG00000197023	4.19	2.66	9.85	6.31	0	0	0	5.12	0	0	0	2.93	0
ZNF398	3.31	4.61	6.72	4.49	2.68	0.67	1.03	4.24	0.8	0.62	0.39	3.23	0
ZSCAN25	3.53	1.68	11.2	4.06	0.78	0.2	0.08	3.69	0.1	1.36	0.55	4.22	0
RBMY1A3P_ENSG00000197038	0.28	0	0.44	0	0	0	0	0	0	0	0	0	0
ANXA6	21.54	25.99	26.98	16.52	44.99	43.93	30.13	20.45	29.28	37.94	43.97	45.52	53.01
ZNF441	1.49	0.65	2.07	4.5	0.85	1.83	0.82	2.65	0.48	0.44	1.03	1.21	0
GMFB	12.72	11.35	14.57	12.41	12.88	15.79	12.56	11.16	14.18	14.22	15.57	17.97	1.06
SIGLEC15	2.52	2.34	5.07	3.47	0	0.61	0.05	2.85	0.32	0	0	2.17	0.03
ZNF420	2.53	1.49	3.12	0.36	0.47	1.93	1.23	1.8	0.76	6.19	1.51	0.25	0
ZNF763	6.49	6.89	11.36	7.84	0.27	0.41	0.46	4.07	0.06	0	0	4.34	0
ZMYM1	0.9	0.62	3.15	1.02	1.16	1.44	0.6	5.31	0.44	0	1.29	4.14	0
DTHD1	4.51	3.77	6.57	4.63	0	0.08	0.19	4.98	0.21	0.08	0.24	4.69	1.01
HIST1H4C	1.71	15.63	13.69	15.81	0	3.46	6.14	7.01	16.34	13.82	7.78	7.8	0
ZSCAN26	4.98	8.28	16.22	5.08	3.18	5.79	1.62	5.1	1.75	2.8	0.61	4.47	0
MAFG	6.22	5.21	4.8	5.57	0.99	0.57	3.06	6.11	0.81	0.58	9.41	9.76	45.17
OR2T32P_ENSG00000197067	5.87	7.18	5.57	10.01	0	0	0	5.64	0	0	0	7.12	0
ARRDC1	2.89	3.14	3.82	3.45	4.79	0.12	3.95	5.42	0.11	0.1	0.43	4.56	0
KIAA1671	11.37	7.43	14.15	11.14	3.83	2.62	3.12	11.86	2.5	1.04	4.62	10.26	0
KRT35	0.64	0.89	1.33	0.79	0	0	0	0.58	0	0	0.14	0.3	0
IGF2R	25.19	20.95	37.35	33.02	20.24	9.06	14.22	32.55	19.94	7.26	14.6	44.6	4.47
ZNF300P1_ENSG00000197083	0	0	0	0	0	0	0	0	0.15	0	0	0	0
LCE1C	1.31	1.41	2.07	0.83	0	0	0	0	0	0	0	0.61	0
NPSR1-AS1	8.17	4.86	10.82	8.59	0	0	0.07	6.64	0	0	0.01	2.6	0
GOLGA6L16P_ENSG00000197092	1.74	2.45	7.36	5.42	0	0.01	0.38	2.67	0	0	0.66	3.11	0
GAL3ST4	3.38	4.33	4.91	3.47	0.09	0.17	0.21	3.81	0	0	0	3.42	0
AC068631.1	20.9	4.57	19.7	16.32	0	0	0.06	19.29	0	2.74	0	12.67	0
DYNC1H1	68.22	57.22	97.18	82.84	87.18	33.69	66.2	76.26	54.64	31.04	76.95	162.44	44.34
SLC6A17	3.68	3.71	7.29	3.59	0	0	0.18	6.1	0.03	0	0.06	6.54	1.69
IFNL3	0	0.63	0.7	0.56	0	0	0	1.22	0	0	0	1.39	0
PCBP2	40.22	36.85	34.92	52.54	52.7	36.87	45.64	64.99	27.3	29.87	64.18	94.28	9.31
ZGPAT	2.88	6.41	2.64	8.2	1.47	3.15	3.59	6.81	2.05	3.57	5.09	9.83	0
SLC25A29	3.43	2.84	11.59	8.22	0.54	0	1.08	4.45	0.41	0	0.11	2.91	0
PGAP1	2.31	2.19	5.88	2.87	0.42	0.41	0.17	2.51	0.52	1.19	5.4	1.35	0
SRC	9.16	11.3	7.28	9.92	12.61	0.66	1.8	20.6	0.54	10.54	0.88	12.68	2.33
ZNF679	1.83	1.5	0.96	1.53	0	1.8	0	2.9	0	0	0	0.43	0
ZNF682	0.65	2.77	3.13	5.14	0	0	0.11	1.96	0	0	0.09	1.01	0
OR8B8	6.62	2.14	7.26	6.88	0	0	0.12	5.1	0	0.01	0.39	5.12	0
ZNF772	3.51	4.28	6.65	5.42	0.05	0.08	0.57	6.93	0.45	0.04	0.57	6.78	0
ZNF257	2.08	3.13	8.48	6.69	0	0.6	0	3.34	0	0	0.85	1.62	0
PCNX3	3.74	2.08	5.11	3.45	2.12	0.65	0.88	4.57	0.03	0.29	0.25	5.92	0
ADAM32	3.31	1.57	6.94	3.63	0.01	0.96	0.08	6.63	0	0.14	0.06	2.69	0
ACSL5	15.12	30.74	25.8	21.33	37.99	53.07	40.31	35.62	48.25	41.52	39.57	46.39	17.5
LRRC8B	6.88	2.54	9.09	4.84	0.55	0.74	0.62	4.56	0.42	0.32	0.53	3.01	4.23
ENSG00000197149	0	2.85	3.15	1.9	0	0	0	2.05	0	0	0	0.47	10.09
ABCB8	8.2	3.7	18.63	11.56	2.16	0.29	2.93	10.87	0.32	1.53	14.86	7.88	0
HIST1H3J	1.11	0	8.78	1.43	5.29	0	0	0	0	0.75	1.33	3.57	0
SND1	28.73	29.41	46.85	41.87	21.81	34.99	18.49	40.3	9.54	13.56	31.05	59.01	11.39
OR4C4P_ENSG00000197161	9.69	5.56	10.14	13.93	0	0	0	6.9	0	0	0	1.5	0
ZNF785	3.99	2.09	4.69	3.54	0	0.9	0.24	2.22	0.25	0	0.01	3.15	0
SULT1A2	3.59	1.59	4.08	3.24	0.08	0.33	0.31	2.52	0.03	0.76	0	3.58	0
NEK5	7.82	3.2	9.84	6.28	0	0	0.1	4.76	0.65	0	0.05	3.29	0
PSMD12	15.94	28.26	25.39	25.46	138.91	102.04	116.43	31.6	125.86	127.5	134.01	31.11	18.2
OR2B4P_ENSG00000197171	0	3.74	4.67	3.77	0	0.63	0	0	0.36	0	0	1.28	0
MAGEA6	1.62	1.77	3.02	3.46	0	0	0	1.63	0	0	0.14	2.31	0
LINC02291	2.38	0.83	3.31	3.17	0	0	0	2.8	0	0	0	0.88	0
ADGRA1	2.14	3.06	3.06	2.54	0	0.01	0.09	1.4	0	0	0	1.96	0
AC244090.1	7.63	2.2	3.91	3.65	0	8.61	2.2	0	3.28	1.7	5.56	1.06	0
PIWIL2	4.61	5.16	5.79	5.55	0.21	0	0.04	3.5	0.34	0.18	0	1.97	0
MIRLET7BHG	2.58	3.05	3.57	3.54	0.1	0.01	0.1	7.04	0.42	0.06	0.33	10.62	0
NOL4L	6.15	7.19	17.98	10.08	0.08	0.07	0.44	5.75	0.15	1.7	0.69	2.91	2.56
SSX11P_ENSG00000197185	0	0	0	0	0	0	0	1.73	0	0	0	0	0
CYSRT1	0.6	0	0.95	0.76	0	0	0	0	0	0	0	0	0
SLC22A4	0.49	0.34	1.02	1.63	0	0	0.02	0.89	0.2	0	0	0.38	0
ENSG00000197210	1.08	1.88	2.24	2.53	0.04	0	0.01	1.77	0	0.01	0.3	0.67	0
ZSCAN5B	1.87	2.54	1.95	4.49	0	0	0.07	2.26	0	0	0	0.88	0
TCEA1P1_ENSG00000197214	11.42	1.06	8.58	5.63	0	0	0	3.38	0	0	0	1.85	0
ENTPD4	4.96	4.79	7.19	7.76	2.03	2.86	6.16	6.34	2.58	1.07	1.51	5.95	45.63
C1D	5.93	5.88	10.68	5.75	3.6	1.6	1.83	5.69	1.97	2.13	1.19	5.63	5.2
TBC1D9B	9.54	8.62	11.06	18.27	8	4.9	6.79	19.34	5.27	1.63	8.57	29.31	2.56
OR1J2	3.64	6.76	10.7	8	0	0	0	6.17	0	0	0	5.93	0
HIST1H4J	0	0	5.92	0	0	15.57	18.03	0	19.4	0	0	0	0
SLC2A7	0.19	0.4	0.9	1.66	0	0	0	0.26	0	0	0	0	0
FAM110D	2.05	0.8	1.6	1.74	0	0	0.18	1.77	0.03	0.19	0	1.82	0
SERPINA1	719.07	859.57	747.82	858.56	3991.06	2881.41	2301.05	1182.72	2422.86	2987.53	3581.56	1389.41	1511.16
LINC00336	2.45	1.71	3.01	3.69	0.76	4.07	0.17	1.19	0.11	0	0	2.37	0
TPSB2	0.36	0.76	3.08	1.98	0	0	0	0.49	0.03	0	1.46	1.72	0
ENSG00000197254	0	0	0	2.39	0	0	0	0.85	0	0	0	0.29	0
KANK2	16.07	8.81	7.92	7.42	0.77	2.78	3.54	19.86	2.57	4.53	2.9	19.9	0
EIF4BP6_ENSG00000197258	11.48	7.8	17.01	13.14	0.12	0.28	0.8	9.22	0.91	0.46	0.24	8.24	0.05
C6orf141	17.71	7.94	36.6	10.37	4.84	1.13	1.81	10.19	1.67	0.53	1.52	11.94	11.45
GTF2E2	9.25	15.84	18.81	6.55	14.08	15.32	16.52	20.07	20.14	21.1	17.27	22.91	0
IL27	0.4	0	3.05	1.95	0	0	0	1.02	0	0	0	3.72	0
GUCA2A	0.86	0.63	1.36	1.1	0	0	0	0	0	0	0	0	0
RAD54B	8.29	2.09	7.08	4.8	1.65	0.14	0.98	6.41	0.56	0.01	0.18	4.35	0.22
ZNF165	7.72	3.79	5.4	6.71	1.39	0.09	0.93	5.47	2.98	0.15	0.84	4.45	1.56
SYNGAP1	1.05	1.85	1.59	1.37	0.52	0.58	0.28	1.39	0.31	0.09	0.67	2.97	0
RAMP2-AS1	6.81	6.19	10.54	7.88	0	0	0.12	5.58	0.04	0	0	2.62	0
FITM2	2.63	2.03	4.8	5.93	0.35	0	0.21	2.44	0.09	0.65	0.36	2.64	0
BLM	3.23	3.46	6.48	4.55	8.6	0.61	1.41	2.59	1.64	1.76	0.91	1.41	0
HMGA2-AS1	6.4	5.96	14.96	8.72	0	0.01	0.32	5.04	0.09	0.35	0	5.64	0
ZNF720	5.65	5.08	9.09	8.32	16.31	1.85	2.55	9.92	3.14	1.2	10.37	5.19	0
GATA3-AS1	18.47	4.59	7.51	7.05	0	1.24	0.02	3.46	0.16	0.01	0	5.63	0
OR10D3	4.94	6.06	4.25	3.4	0	0	0.05	3.09	0.2	0	0.13	4.29	0
DDI2	11.68	10.51	14.88	10.03	7.18	2.62	2.1	8.79	2.84	1.64	6.64	8.59	11.78
ENSG00000197320	0.91	1.13	3.13	1.99	0	0	0	1.73	0	0.03	0	1.59	0
SVIL	20.49	12.06	10.98	12.23	7.91	10.85	5.35	15.31	5.07	9.7	20.11	10.2	0
C17orf102	4.2	2.91	7.92	4.22	0	0	0.08	3.92	0.53	0	0	3.86	0
TRIM33	8.43	3.74	15.78	11.4	6.02	3.62	3.66	14.23	2.36	3.73	2.82	14.08	0
LRP10	6.5	2.85	8.33	6.76	1.99	1.62	2.81	13.86	0.85	0.43	2.62	12.37	1.21
PELI1	2.74	6.23	6.97	3.27	1.75	7.16	1.85	1.8	4.42	1.26	1.95	4.84	0
ENSG00000197332	0.65	1.58	4.97	0.5	0	0	0	1.12	0.68	0.37	0	1.58	0
ENSG00000197334	9.59	4.26	8.12	13.67	4.96	0	0	0	0	0	0	0	0
ZNF655	12.19	14.24	22.04	14.33	7.03	6.39	9.14	13.62	10.37	8.22	13.62	21.38	0
MRPL21	10.19	22.43	13.5	17.18	63.78	44.53	21.42	18.64	18.67	47.63	37.75	32.21	34.07
LYPD2	2.62	0	0	0	0	0	0	0	0	0	0	0	0
UAP1L1	2.45	1.64	2.22	3.21	0.7	0	0.88	2.55	0.18	0	0.61	3.24	0
BNIP3P1_ENSG00000197358	7.68	12.46	23.65	8.43	0.15	0.25	0	10.47	0	0	0.1	9.76	0
ZNF98	0.21	1.34	7.79	1.92	0	0	0.51	0.32	0	0	0	0.08	0
FBXL22	2.22	2.83	0.79	0.94	0	0	0.03	0	0	0	0	0.85	0
ZNF786	2.03	1.49	2.47	1.68	0.01	0	0.67	1.53	0.04	0	0.97	1.54	0
ZNF517	2.55	3.92	5.31	3.64	0	0	0.08	3.64	0	0	0.81	6.25	0
S100A7L2	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF675	8.89	3.01	10.56	7.46	5.31	1.24	1.46	7.04	4.65	3.92	7.8	6.67	3.17
SLC22A5	12.29	9.22	17.13	15.44	1.06	1.52	0.87	10.5	0.41	0.75	3.11	10.95	0.46
ENSG00000197376	0	9.57	0	0	0	0	1.37	2.58	0	0	0	1.2	0
DACT3	4.57	3.42	6.87	4.56	0.01	0	0.22	4.36	0	0.01	0	3.16	0
ADARB1	7.29	3.01	10.13	9.22	0.29	0.27	0.28	7.57	3.47	0.02	0.64	4.17	3.2
ZNF860	3.53	1.53	7.53	5.32	0	0	0.11	1.94	0	0.02	0	0.72	0
HTT	23.84	14.79	28.61	30.19	8.32	3.48	2.72	17.54	4.41	1.36	2.44	54.66	1.1
OR6N1	8.19	4.75	6.61	6.26	0	0.01	0.06	8.52	0	0	0	6.27	0
C5AR1	3.61	2.29	2.45	4.48	1.39	0.8	1	2.55	0.02	0.05	0.45	2.35	0
DIO3	0.59	1.32	0.93	2.71	0	0.29	0.04	2.15	0	0	0.02	2.32	0
CYP2B6	13.37	5.04	23.56	9.41	2.69	5.15	3.58	4.11	1.91	1.66	4.65	4.86	0.96
HIST1H3D	3.04	7.28	0	0	0	0	0.81	1.65	0	0.24	0	2.82	0
DCHS2	5.2	3.41	9.01	6.66	0	0.11	0.27	6.66	0.03	0	0.15	5.12	0
VEPH1	6.08	3.68	6.54	6.87	0	0.13	0.05	10.35	0.4	1.11	0.02	4.78	0
FABP12	0	0	0	0	0	0	0	0	0	0	0	0	0
SHPK	2.24	2.23	6.72	4.24	0.19	0.41	0.43	2.8	0.1	0.51	1.01	1.88	0
GGT3P_ENSG00000197421	0	0	0	0	0.06	0	0	0	0	0	0	0	0
