GeneSymbol	D3_INT_EPIi_PI_1	D3_INT_EPIi_PI_2	D3_INT_EPIi_LPS_1	D3_INT_EPIi_LPS_2	D3_INT_EPIi_5OP_1	D3_INT_EPIi_5OP_2	D3_INT_EPIi_C_1	D3_INT_EPIi_C_2	D3_ISO1_EPIi_1	D3_ISO1_EPIi_2
PDE6D	1.23	0.97	1.41	1.18	1.5	1.16	1.82	1.39	2.63	3.37
EIF4A2	110.06	91.51	105	93.98	100.29	127.16	110.66	118.87	71.91	98.03
BRPF1	0.75	0.73	1.09	0.71	0.6	0.78	0.99	0.87	0.78	1.22
RPUSD3	0.14	0.16	0.89	0.51	0.33	0.66	1.61	1.16	0.2	0.65
SST	0	0	0	0	0	0	0	0	0	0
TATDN2	1.41	1.2	1.77	2.06	1.05	2.08	1.48	2.63	1.53	2.03
GHRL	0.02	0	0	0	0.04	0.11	0	0	0.04	0
SEC13	36.95	33.56	34.56	33.72	37.24	37.9	60.96	56.64	40.82	48.56
CIBAR1P1_ENSG00000157021	0	0.02	0	0	0	0	0.16	0	0	0.11
EXOG	0.02	0.16	0.11	0.08	0.05	0.05	0.2	0.22	0.3	0.02
NTAN1	13.11	12.12	13.37	11.85	15	17.16	17.3	18.34	15.09	18.35
SHCBP1L	0	0	0	0	0	0	0	0	0	0
NMNAT2	1.87	2.11	1.92	1.9	1.57	2.47	4.62	3.9	0.86	1.34
ZFYVE9	1.52	1.61	1.46	1.4	2.01	2.24	2.44	2.3	1.14	1.39
ATP2B2	0	0	0.01	0	0	0	0	0	0	0
LYZL4	0	0	0	0	0	0	0.04	0	0	0
SLC6A1	0.01	0	0	0	0	0	0	0	0	0
SMG1	7	6.64	5.71	4.48	7.26	5.69	7.16	8.27	8.09	6.7
FCHO2	6.27	5.68	5.77	5.1	7.35	8.88	8.42	6.9	17.73	15.78
RBPMS	3.59	2.34	3.06	3.3	3.27	1.71	5.16	4.95	2.92	3.35
TMEM171	5.16	5.77	6	5.08	4.66	4.63	9.25	9.42	3.89	6.79
KLHL40	0	0	0	0	0	0	0	0	0	0
C8A	0	0	0	0	0	0	0	0	0	0
TIMP4	0.18	0.4	0.34	0.36	0.63	0.37	0.46	0.62	0.14	0.27
SYN2	0.01	0.01	0.03	0.01	0.02	0	0	0.03	0	0
NRG1	0.03	0	0.09	0.01	0.05	0	0	0	0.06	0.05
ODR4	1.96	2.03	2.48	2.09	2.65	3.16	4.06	4.39	1.88	2.16
CPT2	11.83	12.96	13.02	11.05	13.62	16.34	18.24	15	6.01	5.6
NECAP2	9.71	9.54	10.58	10.58	11.2	11.42	11.5	12.59	19.61	27.65
LRP8	0.28	0.11	0.16	0.1	0.23	0.17	0.58	0.17	0.33	0.14
CDCP2	0	0	0	0	0	0	0	0	0	0
PAXIP1	1.4	0.66	1.22	0.8	1.5	2.13	1.24	1.3	0.31	1.18
STEAP2	0.31	0.3	0.49	0.24	0.39	0.46	0.77	0.7	0.91	0.95
SSBP3	19.56	21.91	22.01	22.41	25.21	20.76	15.76	22.42	7.59	10.05
HTR5A	0	0	0	0	0	0	0	0	0	0
CLDN12	10.94	8.84	9.09	9.56	11.03	11.7	11.58	11.4	14.86	19.86
MMP14	6.32	6.66	6.62	8.27	7.42	7.46	6.48	7.25	22.77	33.16
FZD1	0.03	0.05	0.09	0.05	0.1	0.05	0.08	0.1	0.03	0.08
GATAD1	1.71	1.16	1.32	1.29	1.19	1.56	2.18	1.84	0.9	1.35
SUSD3	0	0	0	0	0	0.02	0.03	0	0.11	0.15
ZFHX2-AS1	0.08	0.08	0.07	0.07	0.27	0.05	0.21	0.29	0.13	0.15
TMED6	0.23	0.78	0.87	0.6	0.87	1.04	0.99	1.02	0.77	0.13
CLEC18A	0.07	0.16	0.36	0.03	0.16	0.07	0.11	0.17	0.06	0.09
DHRS4	1.46	1.58	1.07	1.19	0.49	0.99	2.78	2.41	0.11	0.65
C1orf158	0	0	0	0	0	0	0	0	0	0
CLEC18C	0	0	0	0.02	0.01	0.05	0	0.07	0	0
ARMC12	0	0.05	0	0	0.01	0	0	0	0.02	0
DDX19B	3.54	4.03	3.81	3.72	3.7	5.93	4.86	3.99	5.24	7.99
ST3GAL2	0.41	0.15	0.37	0.66	0.46	1.04	0.36	0.51	0.45	0.52
FCSK	0.63	0.54	0.75	0.93	0.58	0.55	1.02	0.75	1.42	0.72
IL34	0.09	0.01	0	0.05	0.03	0.07	0.04	0.01	0.2	0.17
DHRS1	9.85	11.37	12.17	8.98	8.27	5.28	15.4	16.67	9.94	16.14
CACNA1D	0.02	0	0.05	0.17	0.01	0.21	0.08	0.01	0	0.02
ARSE	0.24	1.19	0.49	0.82	0.34	0.31	0.82	0.45	0.48	0.27
KIT	0	0	0	0	0	0	0	0	0	0
HYDIN	0.05	0.04	0.18	0.12	0.07	0.03	0.03	0.29	0.04	0.07
AASDH	0.22	0.22	0.32	0.38	0.35	0.58	1.07	0.48	0.62	0.43
ZNF19	0.44	0.23	0.67	0.41	0.72	0.25	0.21	0.77	0.37	0.26
CACNA2D3	0.68	0.77	0.8	0.73	1	1.82	1.39	1.75	0.57	0.94
RNF111	4	4.69	4.74	4.04	6.56	7.84	5.82	5.01	9.11	10.19
CCNB2	0.43	0.35	0.19	0.26	0.43	0.3	0.59	0.61	0.15	0.29
FAM81A	0.14	0.29	0.17	0.21	0.61	0.45	0.64	0.49	0.08	0.45
MYO1E	106.6	93.76	108.06	94.38	105.68	162.26	140.02	126.75	133.06	167.26
APPL1	2.8	3.13	3.58	3.28	3.86	5.16	5.11	4.58	1.37	1.73
PWWP3B	0	0	0	0	0	0	0	0	0	0
AFAP1L1	0.25	0.16	0.17	0.18	0.11	0.07	0.03	0.17	0.21	0.17
TSC22D3	8.89	9.58	10.07	10.72	7.15	16.65	7.1	8.05	2.72	4.33
VPS26C	9.68	9.94	10.19	9.42	12.52	12.78	14.96	12.69	9.14	13.14
DYRK1A	8.66	6.87	7.56	7.88	8.33	11.04	12	9.32	9.9	12.09
KCNJ6	0	0	0	0	0	0	0	0	0	0
KCNJ15	0	0	0	0	0	0	0	0	0	0
ERG	0	0	0	0	0	0	0	0	0	0
ETS2	38.67	31.31	32.46	31.09	32.71	45.67	44.9	42.77	33.55	38.59
TSPAN18	0.01	0.02	0.02	0.16	0	0	0	0	0.42	0.5
LCA5L	0.19	0.01	0.02	0.04	0	0.02	0.03	0.03	0.03	0.26
SLC35B2	1.3	1.28	1.18	1.6	1.29	1.26	2.68	1.76	0.68	0.97
TMEM164	8	8.33	9	8.14	9.86	11.14	14.57	15.23	4.68	4.83
MX1	47.27	50.54	42.01	38.83	39.7	39.42	46.59	48.35	143.29	157.5
CREB3L1	130.19	113.59	105.72	115.45	87.67	120.67	106.52	129.33	102.63	177.71
C2CD2	0.97	1.05	0.76	1.05	0.67	1.67	1.01	1.19	1.07	1.4
TAB3	5.61	4.83	5.12	4.17	5.12	5.94	6.21	6.43	6.06	6.46
SLC38A10	4.43	6.2	6.95	7.79	5.09	3.36	5.61	6.54	3.88	8.55
C9orf43	0.01	0.01	0	0.01	0.02	0	0.03	0	0.01	0
PALM2-AKAP2	3.83	2.7	4.02	4.6	4.83	4.09	6.31	4.04	5.41	6.18
ZNF618	0	0	0.01	0	0.01	0	0	0.02	0.1	0.03
DGKI	0	0	0	0	0	0	0	0	0	0
TMEM268	0.2	0.13	0.12	0.35	0.23	0.25	0.32	0.25	0.85	1.14
SVOPL	0	0	0	0.02	0	0.03	0	0	0	0.21
SNX22	0.06	0.11	0.07	0.07	0.04	0.06	0.08	0.03	0.12	0.07
UBN2	1.64	1.3	2.18	1.21	2.79	2.21	3.49	2.59	3.96	4.08
BRAF	1.51	0.68	1.21	1.52	1.67	1.67	1.65	1.95	3.19	2.2
SLC34A2	0.02	0	0	0.01	0	0.02	0	0	0.07	0.06
ACAN	0	0	0	0.03	0	0	0	0	0	0.01
PSMG3	1.17	1.91	0.98	1.69	1.78	1.47	2.98	2.94	1.48	2.05
CABP1	0.46	0.57	0.37	0.36	0.61	0.52	0.14	0.21	0.03	0.04
WDR19	0.18	0.61	0.54	0.25	0.53	0.12	0.51	0.36	0.47	1.34
SLC37A3	4.24	2.9	4.01	3.24	3.02	3.93	3.87	4.5	3.83	4.56
AP3S2	4.68	4.18	4.03	5.64	4.94	8.14	9.03	8.32	2.67	3.65
FMNL2	0.39	0.18	0.25	0.32	0.42	0.19	1	0.67	1.23	0.79
GAREM2	0.04	0.1	0.25	0.12	0.83	0.06	0.12	0.14	0.33	0.2
SPPL3	4.41	5.4	3.5	4.79	5.12	8.06	7.48	6.11	10.6	10.66
DPYSL5	0	0	0	0	0	0	0	0	0	0
DRC1	0	0.01	0	0.01	0	0.02	0	0	0	0.02
RAB28	0.66	0.49	0.68	0.62	0.47	0.4	0.72	0.98	1.08	1.5
PRXL2B	7.17	8.82	9.59	8.15	8.43	6	14.33	14.4	10.98	15.15
TNFRSF14	8.37	15.55	14.55	17.16	9.84	5.89	9.08	13.48	14.7	30.46
PANK4	1.07	1.39	1.37	1.33	0.72	1.64	1.29	1.66	0.89	1.65
CIB4	0	0	0	0	0	0	0	0	0	0.06
MEGF11	0	0.03	0.09	0.13	0.03	0.02	0.05	0.04	0.01	0.01
C12orf43	0.87	0.64	0.77	0.7	0.86	0.45	1.48	1.38	1.08	0.71
PEX10	0.23	0.45	0.4	0.65	0.34	0.31	0.71	0.61	0.38	0.75
RER1	25.89	21.5	19.26	20.02	24.56	27.31	31.76	27.32	20.39	19.95
RADIL	0	0	0	0	0	0	0	0	0	0
SKI	1.35	1.63	1.11	1.78	1.06	0.86	2.33	3.23	1.43	2.58
WIPI2	4.62	5.31	5.64	4.01	4.84	4.79	5.41	5.59	5.54	5.73
SSX8P_ENSG00000157965	0	0	0	0	0	0	0	0	0	0
LDLRAP1	1.02	1.74	1.82	1.45	1.56	1.3	2.7	2.46	0.91	1.49
AGAP1	8.42	6.63	8.01	6.53	8.29	8.27	8.52	6.04	4.38	5.45
KRTCAP3	2.8	5.92	5.27	5.38	5.32	7.07	6.11	5.37	1.7	3.05
ANKRD61	0.01	0	0	0.05	0.02	0.11	0	0.04	0.04	0
PAFAH2	8.68	7.3	9.79	8.44	10.52	11.84	12.16	11.87	7.22	10.38
EXTL1	0.01	0.03	0	0	0	0	0	0	0.13	0.14
SLC30A2	0.42	0.1	0.19	0.36	0.17	0.32	0.18	0.57	0.99	0.39
BABAM2	1.48	1.08	1.23	1.07	1.7	2.65	3	2.28	1	1.55
TRIM63	0	0.01	0	0	0	0	0	0	0.01	0.06
WDR66	0.24	0.11	0.23	0.16	0.06	0.23	0.27	0.3	0.51	1.03
MRPL17	0.13	0.16	0.31	0.45	0.24	0.19	1.53	1.13	0.72	0.72
DUSP2	0	0	0	0.02	0	0	0	0	0	0
GRHL3	0.25	0.25	0.4	0.33	0.49	0.5	0.98	0.54	0.23	0.54
UBXN11	0.7	0.18	0.22	0.31	0.17	0.23	0.6	0.51	0.47	0.31
NLRP14	0	0	0	0	0	0	0	0	0	0.01
PTPDC1	0.87	0.42	0.5	0.64	0.64	0.95	0.64	0.9	1.13	0.79
GALNT14	0	0	0	0.06	0.04	0	0	0	0	0
NCK1	3.69	4.4	3.25	2.9	3.73	5.2	7.62	10.02	15.89	12.98
HPD	0.01	0	0	0	0	0	0	0	0	0
RHPN1	0.06	0.21	0.07	0.12	0	0.02	0.12	0.2	0.06	0.1
TPRG1L	9.56	9.59	9.68	9.06	10.78	11.23	14.29	13.39	6.88	10.26
LRRC43	0.09	0	0	0.09	0	0.04	0.07	0.21	0.11	0
PRXL2C	0.2	0.21	0.09	0.18	0.13	0.19	0.16	0.19	0.42	0.23
XDH	11.19	10.53	11.68	11.19	11.74	16.78	9.93	10.78	73.14	61.25
XKR8	0.72	0.78	0.77	0.73	0.65	0.52	0.79	1.11	0.45	0.53
CNNM4	11.17	11.33	13.08	10.51	12.31	14.39	21.89	20.78	4.97	7.92
EYA3	2.4	1.7	1.54	1.35	1.93	2.08	2.43	1.98	1.56	1.58
DZIP1L	0	0	0	0.02	0	0	0	0.01	0	0
TMSB15A	0	0	0	0	0	0	0	0	0	0
FANCC	0.3	0.28	0.6	0.23	0.17	0.63	0.25	0.33	0.2	0.53
MRAS	0.01	0	0.06	0.03	0.33	0.04	0.08	0.01	0.03	0.04
WASF2	49.12	43.61	48.32	43.05	59.25	65.27	44.83	50.71	54.06	52.91
ABHD3	65.43	54.3	52.81	56.77	66.51	77.14	52.65	58.96	61.95	78.78
ESYT3	0.22	0	0.06	0.01	0.01	0.03	0.07	0.11	0.01	0.01
FAIM	0.83	0.5	0.25	0.25	0.56	0.62	1.53	0.91	0.98	0.47
TENT5B	0.03	0.04	0.1	0.06	0.08	0.04	0.32	0.25	0.29	0.41
CLSTN2	0	0	0	0	0	0	0	0	0	0
COLEC12	0	0	0	0	0	0	0	0	0	0
RNF207	0.25	0.23	0.18	0.12	0.25	0.4	0.74	1.69	1.99	0.99
CUL4B	6.93	7.14	6.21	6.36	8.02	8.66	6.36	5.81	7.14	6.98
GPR153	4.07	4.71	5.17	5.99	4.88	4.66	3.94	4.79	3.67	4.85
SLC13A3	0	0	0	0	0	0	0	0	0	0
GPRASP2	0.07	0.07	0.15	0.07	0.09	0.16	0.13	0.09	0.07	0.16
RHBDL2	14.75	17.97	19.4	17.9	18.97	15.25	20.71	25.29	8.43	10.63
AUTS2	5.74	16.32	14.11	15.77	9.66	7.61	9.39	10.14	5.66	13.02
SHROOM4	2.1	2.02	2.13	2.27	2.17	2.19	1.77	2.24	1.14	1.39
HIST1H2BD	20.82	31.45	33.66	39.7	18.85	18.7	16.22	23.2	36.55	76.37
CDC25C	0.04	0.06	0.01	0.14	0.18	0.12	0.1	0.07	0.07	0.06
HIST1H4H	2.98	2.84	2.87	2.4	3.28	3.67	4.74	3.01	2.66	2.73
MITD1	4.73	5.9	3.44	3.81	4.62	6.98	7.75	6.83	17.39	15.98
EIF5B	3.44	3.32	3.45	3.19	3.72	4.54	11.55	7.87	4.76	5.26
RIBC1	0	0	0	0.01	0	0	0	0	0	0.04
TMSB15B	0	0	0	0.02	0	0.01	0	0	0	0
CATIP	0.01	0	0	0	0	0	0	0	0.01	0
CNOT11	18.88	16.08	15.72	16.43	24.15	22	28.09	23.84	10.81	12.31
KCNB1	0	0	0	0	0	0	0	0	0	0
TSPAN33	0.9	0.88	1.33	1.06	1.18	1.05	1.59	1.38	0.65	0.42
NRG2	0	0.01	0	0	0	0	0	0	0	0
AHCYL2	47.51	49.55	55.78	50.15	55.34	75.49	93.03	89.56	25.85	35.55
B4GALT5	7.67	7.65	8.21	6.48	8.11	8.09	11.47	11.29	8.44	11.28
CD1D	0.35	0.45	0.39	0.4	0.25	0.42	0.51	0.46	0.14	0.28
CD1A	0	0	0	0	0	0	0	0	0	0
SPATA2	0.94	1.05	1.12	1.11	0.87	0.81	1.49	1.67	1.24	1.58
CD1C	0	0	0	0	0	0	0	0	0	0
SNX29P1_ENSG00000158482	0.21	0	0.04	0	0	0.11	0.05	0	0	0.3
FAM86C1	0	0	0	0	0	0	0	0	0	0
CD1B	0	0	0	0	0	0	0	0	0	0
DNAH3	0.7	0.39	0.46	0.57	0.23	0.45	0.66	0.48	0.75	0.89
CD1E	0	0	0	0	0	0	0	0	0	0
HMHB1	0	0	0	0	0	0	0	0	0	0
CPA2	0.68	0.89	1.08	1.28	0.64	0.83	3.08	2.5	9.92	5.97
NCF1	0.07	0	0	0	0	0	0	0	9.73	4.47
CPA5	0	0.14	0	0.08	0	0	0	0	0	0
TSR2	1.13	1.02	0.99	0.97	0.87	1.23	1.58	1.57	1.18	1.31
PPP1R9A	0.37	0.54	0.58	0.55	0.32	0.53	1.35	1.14	0.6	1.1
ZC3H18	2.17	3.25	2.39	3	2.11	2.71	3.34	3.3	3.32	3.58
ZFAND2B	7.09	8.79	8.2	6.88	8.54	10.1	6.63	9.95	6.61	7.07
POM121L2	0	0	0	0	0	0	0	0	0	0.01
GDPD5	1.12	1.09	0.77	1.45	0.76	0.76	0.34	1.17	0.3	0.69
DYNC1I1	0	0	0	0	0	0	0	0	0	0.01
PFKFB1	0.01	0	0.02	0.07	0.02	0.03	0.13	0.02	0.02	0
ALAS2	0	0	0	0	0	0	0	0	0	0
TMED4	22.39	21.17	21.32	22.42	28.09	17.67	19.27	25.02	18.57	25.74
PPP1R15B	7.98	7.42	7.28	7.42	8.43	9.73	9.23	9.39	10.94	12.26
COPG2	0.98	0.8	1.19	0.99	1.13	0.9	2.38	2.13	0.78	0.9
EMSY	0.65	0.57	1.23	0.78	1.03	2.1	1.03	1.45	1.3	0.77
PAGE5	0	0	0	0	0	0	0	0	0	0
GPAT4	4.53	1.01	2.46	2.3	2.14	3.22	6.5	4.78	5.65	2.98
PKD1L1	0.01	0	0.01	0.04	0	0.02	0.01	0.01	0.01	0.01
ZSCAN12	0.24	0.18	0.23	0.13	0.3	0.25	0.21	0.36	0.15	0.11
TAGLN2	43.45	41.41	45.81	43.01	48.14	62.87	69.23	68.84	27.95	38.51
ELK4	4.5	2.36	4.61	2.63	3.98	4.46	4.3	2.9	8.36	6.48
SLAMF8	0	0	0	0	0	0.05	0	0	0	0
SLC45A3	1.18	1.83	1.68	1.44	0.91	1.13	2.72	3.14	0.17	0.37
DUSP23	0.18	0.53	0.86	0.52	1.36	0.45	2.02	1.89	0.73	0.49
RNF166	0.19	0.41	0.16	0.18	0.04	0.31	0.19	0.94	0.14	0.43
OR10J6P_ENSG00000158731	0	0	0	0	0	0	0	0	0	0
NBL1	47.24	47.98	52.73	54.7	56.07	48.38	50.74	64.2	38.79	61.01
HTR6	0	0	0.01	0.02	0	0	0	0	0.02	0.02
ITLN2	0	0	0	0	0	0	0	0	0	0
F11R	22.04	21.39	23.57	21.1	28.22	30.24	26.57	27.83	25.98	30.74
USF1	6.81	5.85	5.28	5.06	6.65	8.41	9.48	9.52	10.06	15.71
PLA2G2F	0.02	0	0.01	0.01	0.02	0.13	0.01	0.02	0.01	0.01
SPATA2L	0.31	0.53	0.45	0.65	0.23	0.21	0.34	0.81	0.18	0.6
NIT1	3.28	3.54	4.25	3.91	4.07	5.23	6.1	4.45	4.75	5
DEDD	2.23	3.14	1.54	2.15	2.79	2.69	3.91	4.44	2.33	3.58
ZNF276	0.83	1.08	1.22	1.2	0.45	1.27	1.46	0.64	0.49	1.01
NPM2	0	0.08	0	0	0	0	0	0	0	0.24
EDA	0	0	0.01	0.02	0	0	0	0	0	0.07
FGF17	0	0	0	0	0	0	0	0	0	0
VWA5B1	0	0	0	0.02	0	0	0	0	0	0
CDA	102.11	93.88	94.28	99.78	110.11	125.38	80.12	92.18	118.97	147.4
PINK1	37.12	34.15	37.95	36.9	38.61	40.99	36.73	39.71	31.45	38.02
B4GALT3	1.64	2.44	2.08	2.26	1.96	1.94	2.46	3.29	2.01	3.62
DMTN	4.72	10.93	9.98	9.01	6.11	4.83	7.98	10.46	5.06	8.84
ADAMTS4	0	0.03	0	0	0	0	0	0.01	0	0
FAM160B2	2.64	2.41	4.51	3.01	3.27	1.55	3.58	3.58	2.95	3.53
NDUFS2	63.23	70.53	70.16	62.75	62.23	86.34	111.21	111.5	32.96	37.37
SLC5A11	0.18	0.06	0.08	0.27	0.4	0.15	0.07	0.08	0	0
FCER1G	0	0.19	0.29	0.04	0.12	0	0.1	0	0.09	0.2
APOA2	0	0	0	0	0.08	0	0	0	0	0.05
TOMM40L	1.73	1.66	1.41	1.36	1.99	2.39	4.17	4.02	1.02	1.02
MPZ	0.01	0.02	0.04	0.08	0.04	0.02	0.1	0.03	0.03	0.07
WFDC8	0	0	0	0	0	0	0	0	0	0
CCAR2	7.34	6.38	7.09	8.98	7.13	10.74	9.54	16.31	7.67	7.16
WNT9B	0	0	0	0.01	0	0	0	0.01	0	0
CACHD1	0	0	0	0	0	0.05	0	0.02	0	0
CDC42SE2	23.27	23.85	22.51	22.07	27.48	29.09	30.19	30.62	32.24	41.54
RAPGEF6	1.23	0.48	0.75	0.39	1.25	1.51	0.67	1.29	0.52	1.82
EPB41	20.93	17.2	20.51	17.74	20.57	24.43	28.76	27.79	24.62	26.36
MIS18A	0.37	0.22	0.34	0.14	0.33	0.29	1.39	2.06	1.78	1.58
ALG8	0.74	0.68	0.29	0.58	0.54	1.14	1.39	1.64	1	0.75
FBXW5	6.29	14.22	11.84	17.4	8.68	3.61	7.22	13.64	5.51	12.9
CFAP298	0.7	0.96	1.04	1.14	0.53	0.54	2.63	2.29	0.56	0.46
SYNJ1	0.48	1.75	0.4	1.77	0.45	1.31	0.6	1.03	1.05	0.65
PAXBP1	0.49	0.47	0.25	0.52	0.44	0.61	0.57	0.68	0.98	0.94
IFNAR2	5.18	2.67	4.07	4.06	5.66	4.14	2.95	3.84	30.8	24.06
MRPL10	2.01	1.87	1.71	1.35	1.82	1.98	3.31	3.47	2.23	2.26
IFNGR2	36.36	27.26	33.22	33.77	48.85	50	22.4	28.74	53.99	63.07
GART	7.73	5.12	5.5	4.16	7.23	5.36	9.45	9.41	3.41	4.28
SON	99.77	83.01	82.81	70.69	113.05	117.01	128.09	116.98	96.3	101.81
DONSON	0.69	0.42	1	0.98	1.07	0.46	1.03	0.93	1.99	2.17
SV2A	0	0	0	0	0	0	0	0.02	0	0
LAD1	25.3	31.71	33.55	35.04	36.32	21.76	44.66	46.9	47.87	71.86
STC1	0.01	0.01	0	0.03	0	0	0	0.03	0.04	0.04
TNNI1	0.1	0.1	0.08	0.12	0.13	0.11	0.22	0.25	0.18	0.06
CSRP1	10.62	11.3	14.2	13.7	15.16	14.93	22.17	28.31	14.3	19.37
PRAC1	0	0	0	0	0	0	0	0	0	0
HOXB13	0	0	0	0	0	0	0	0	0	0
ATP5POP1_ENSG00000159186	0	0	0	0	0	0	0	0	0	0
C1QC	0	0	0	0	0	0	0	0	0	0
KCNE2	0	0	0	0	0	0	0	0	0	0
ATP5MC1	7.39	10.08	10.71	7.04	8.73	10.35	22.36	18.25	3.3	2.83
RCAN1	10.5	8.94	9.2	9.93	13.48	14.66	11.35	13.92	15.8	19.54
UBE2Z	9.39	7.7	9.12	9.16	9.55	10.59	12.99	13.42	19.95	21.9
CIART	0.23	0.14	0	0.08	0.14	0.38	0.14	0.11	0.4	0.18
SNF8	3.62	5.31	3.72	3.81	4.55	6.26	7.76	6.61	3.04	3.67
CLIC6	0.07	0.01	0.02	0.02	0.08	0.03	0.06	0.03	0.1	0.09
CCDC24	2.2	3.76	3.16	2.54	1.89	2.37	2.9	4.54	0.34	2.44
RUNX1	1.78	1.31	2.86	1.87	2.23	2.07	1.73	2.92	3.33	3.33
IGF2BP1	0	0	0	0	0	0	0	0	0	0
GIP	0	0	0	0	0	0	0	0	0	0
CBR1	44.37	60.6	52.15	57.61	51.79	68.41	135.92	98.51	6.38	9.7
CBR3	0.05	0.08	0	0	0	0	0.07	0.03	3.48	2.29
ENSG00000159239	0	0	0	0	0	0	0	0	0	0
TUBBP5_ENSG00000159247	0.21	0.07	0	0.41	0.15	0.29	0	0	0.41	0
GJD2	0	0	0	0	0	0	0	0	0	0
ACTC1	0	0	0	0	0	0	0	0	0	0
MORC3	5.3	3.14	3.64	4.31	3.36	5.79	4.95	4.47	6.29	6.68
CHAF1B	0.09	0.05	0.03	0.13	0.04	0.06	0.08	0.11	0.11	0.1
CLDN14	0.04	0	0	0	0	0.09	0	0	0.03	0
SIM2	0	0.02	0	0	0	0	0	0	0	0
HLCS	0.39	0.47	0.54	0.45	0.71	0.62	1.54	1.29	0.7	1.03
GOLGA6A	0	0	0	0	0	0	0	0	0	0
SCUBE1	0.28	0.41	0.31	0.48	0.23	0.54	0.03	0.09	0.27	0.12
ARHGAP27	21.65	26.19	23.79	28.54	23.37	23.04	27.3	32.49	25.77	33.56
ADPGK	1.26	1.6	1.44	1.3	1.2	1.56	2.9	3.1	1.92	3.63
PTMS	1.27	1.6	1.54	1.67	1.51	1.61	1.2	1.73	1.35	3.52
PLA2G4D	0.16	0.18	0.27	0.21	0.15	0.14	0.08	0.15	0.13	0.08
PADI4	0.02	0	0	0	0.23	0	0	0.07	0	0
ADIPOR1	20.36	20.27	20.29	20.32	23.1	25.42	23.35	25.55	15.22	24.86
CYB5R1	0.57	0.5	0.76	0.9	0.7	1.04	1.59	1.29	0.28	0.57
PSMD4	18.81	18.46	20.97	19.26	18.33	21.32	33.8	29.51	19.76	22.98
ATP13A2	23.32	38.74	38.89	37.07	21.33	18.57	36.59	47.16	15.57	28.84
M1AP	0	0	0	0.02	0	0.02	0.1	0	0	0
PSMB4	7.58	8.46	8.35	8.67	8.27	10.72	17.22	14.1	13.5	14.45
IRX6	0	0	0	0	0	0	0	0	0	0
BTG2	1.55	2.44	2.95	3.36	2.78	2.19	1.5	1.97	2.02	2.58
CES5A	0	0	0	0	0	0	0	0	0	0
HK2	49.45	42.21	39.73	44.7	40.87	55.11	38.35	47.98	72.81	111.89
C1R	0.09	0.07	0	0.14	0.09	0.02	0.09	0.02	1.02	1
CELF3	0	0	0	0	0.01	0	0	0	0	0
ALDH4A1	1.48	2.14	2.11	1.62	1.05	0.99	2.3	2.35	0.57	0.81
STARD9	0	0.03	0.02	0	0	0	0.01	0	0.07	0.01
THEM4	1.12	1.12	1.25	0.79	1.06	1.88	3.49	2.21	0.35	0.34
TCHH	0.01	0	0	0	0	0.01	0.01	0	0	0.01
LCE2B	0	0	0	0	0	0	0	0	0	0
UBR1	1.62	1.31	1.57	1.57	2.13	2.17	3.64	2.77	3.32	3.06
AMFR	11.13	11.38	14.37	14.16	13.31	17.58	16.03	15.22	6.39	8.34
MED8	3.42	3.34	3.32	3.87	4.54	4.76	4.45	5.87	4.92	6.46
TGM7	0	0	0	0	0	0	0	0	0	0
RGL4	0.02	0.01	0.05	0	0.02	0.2	0.03	0.02	0.01	0.02
SPRR2G	0	0	0	0	0	0	0	0	0	0
PGLYRP3	0	0	0	0	0	0	0.02	0.03	0.01	0
ISL2	0	0	0	0	0	0	0	0	0	0
RSPRY1	5.99	4.49	4.79	5.19	5.58	8.34	7.35	8.52	5.54	9.35
CCDC17	0.04	0.01	0.03	0.02	0.03	0.11	0.12	0.11	0.07	0.06
GPBP1L1	36.39	26.7	31.25	26.31	34.39	37.21	31.37	31.27	34.21	36.24
NAE1	4.25	4.08	4.21	4.82	5.59	7.29	9.82	8.07	3.7	6.58
TMEM69	0.91	1.08	0.98	0.9	1.63	1.21	1.88	1.36	1.36	1.5
ADGRG5	0.04	0.08	0.07	0.07	0.04	0.12	0.01	0.03	0.03	0.14
DRC7	0	0	0	0	0	0	0	0	0	0
ACE	0.36	1.11	0.54	0.8	0.84	1.7	0.32	0.99	0.19	0.89
TEPP	0	0	0	0	0	0	0	0	0	0
UROC1	0	0	0	0	0	0	0	0	0	0
EFCAB14	14.88	13.19	13.8	13.16	14.52	19.17	19.46	21.07	13.95	15.74
SPON2	0.31	0.24	0.45	0.69	0.16	0.27	0.63	0.53	0.09	0.19
CHCHD6	0.21	0.16	0.1	0.34	0.03	0.09	1.03	0.55	0.64	0.25
CTBP1	4.18	9.33	7.93	9.32	4.18	4.3	5.33	8.51	4.44	11.66
LRRC36	0.04	0.01	0.02	0	0.02	0.08	0.31	0.11	0	0.04
ANKRD18CP_ENSG00000159712	0	0	0	0	0	0	0	0	0	0
TPPP3	0	0	0.02	0	0	0	0.02	0	0	0
ZDHHC1	0.12	0.1	0.06	0.05	0.05	0.01	0.04	0.11	0	0.08
ATP6V0D1	28.76	26.49	32.56	32.23	29.66	31.54	53.03	45.92	28.19	35.74
AGRP	0	0	0	0	0	0	0	0	0	0
ZFYVE28	1.03	1.06	1.06	1.1	0.78	1.05	1.46	1.23	2.33	3.53
CARMIL2	0.01	0.01	0	0	0	0	0.02	0.06	0	0
