GeneSymbol	D3_ISO6_LP_1	D3_ISO6_LP_2	D3_ISO1_LP_1	D3_ISO1_LP_2	D3_INT_LP_PI_1	D3_INT_LP_PI_2	D3_INT_LP_LPS_1	D3_INT_LP_LPS_2	D3_INT_LP_5OP_1	D3_INT_LP_5OP_2	D3_INT_LP_C_1	D3_INT_LP_C_2
PROSER1	28.32	27.53	10.77	16.68	6.94	0.56	0	0	3.41	1.52	0.53	3.99
UFM1	6.37	17.65	10.74	11.93	24.9	0	1.9	0	0	0	0	0.07
WBP4	3.37	10.78	8.83	5.35	0	0.72	2.48	0	0	0	0	0
ELF1	30.51	57.51	31.91	40.7	0	9.05	0	0	0.08	3.86	0	0.41
SMAD9	3.77	6.96	0.05	0.07	0	0	0.05	0	4.27	0.07	0	0
HSPH1	24.55	29.99	50.74	49.18	2.48	0	0.64	0.04	0.26	0.29	6.45	1.66
KBTBD7	10.45	6.17	0.75	0.77	7.54	0	0	0	0	2.63	0.13	0
ALG5	36.46	35.55	19.41	14.75	35.88	0	9.27	0	3.62	0.72	0.14	0.71
EXOSC8	29.48	16.86	14.55	16.05	6.7	0.05	0.18	0	6.29	0.55	0	0
ETF1	24.52	17.02	42.12	39.57	0	0	6.54	0.04	0.08	3.75	0.29	0.73
TGFBI	21.27	39.96	0.53	0.05	17.19	0	8.46	1.99	5.01	1.14	0	0.19
FAM53C	39.18	19.11	4.75	3.89	31.76	4.15	0.56	8.04	5.22	3.93	2.68	1.24
SIL1	2.22	20.77	10.18	7.92	26.01	0	0	3.49	0	0	0	0
PAIP2	80.65	165.05	56.23	48.04	38.37	0.65	23.81	1.84	3.59	28.5	3.8	0.63
MYOT	9.23	6.93	0	1.04	15.78	0	0	0	0	0	0	0
KDM3B	5.33	5.35	18.91	16.93	8.07	0	3.37	0	4.48	0.87	0.2	0
EGR1	13.6	10.91	6.17	9.79	0.38	0.24	7.31	18.63	11.13	6.93	2.52	3.31
SERP1	24.15	25.07	57.4	15.3	12.63	1.74	5.94	0	1.35	8.4	2.19	1.17
PLS1	11.21	1.56	1.33	1.89	0	0	0	0	0	0	0.13	0
ZFP30	5.2	13	2.32	0.91	5.21	0	0.89	0	0.98	1.13	0.59	0
NR2C1	15.73	23.41	7.89	18.06	35.25	0	0	0	0	0	0	0
UTP20	11.47	8.81	12.09	13.01	21.13	0	0	0	0.03	0.85	0.29	0.07
TMPO	14.88	23.99	112.12	85.15	9.92	0.75	0	0	0.13	0.16	0	0
ARL1	37.7	22.43	21.65	21.53	4.45	0	0	0	0.55	0	0.03	0
GLT8D2	14.5	6.34	0.17	1.43	0	0	0	0	0	3.35	0	0
MTERF2	7.42	11.68	3.53	7.44	10.2	10.43	7.35	0	0	0.01	0.31	0
SOCS2	9.02	20.96	3.02	4.42	0	9.55	0	0.11	3.65	0	0.04	0.99
NFYB	27.41	15.27	10.05	13.56	0	0	60.51	0	0	0.56	0	0
WASHC3	12.68	23.24	9.29	7.67	48.37	0	0	0	0	0.13	1.9	0
APAF1	11.41	8.06	5.68	5.22	15	0	0	0	11.88	0.06	0	0
DUSP4	10.66	14.57	28.22	24.31	11.98	0	0	0	0.62	0.47	0.01	0.3
CLU	52.36	53.03	3.7	3.4	20.34	39.86	10.01	0	0	0	0.2	2.43
TNFRSF10B	33.77	9.61	7.01	6.95	13.5	0	9.11	0	3.48	0.03	0.08	0.64
SORBS3	12.73	4.09	10.51	9.42	10.68	0	0	0	0.92	0	0	0
PTK2B	14.93	11.4	42.37	48.84	16.36	7.93	0	0	2.11	8.65	2.19	0
CHRNA2	30.26	31.25	0.21	1.25	49.48	0	0	0	1.51	4.42	1.98	1.44
ADRA1A	42.35	20.64	0	0.1	19.79	28.63	3.88	0.43	1.55	19.24	0	0.45
PPP3CC	8.28	10.73	14.91	22.45	0	0.39	0	0	28.22	0.93	0.12	0.05
PDLIM2	23.41	15.69	14.7	10.82	13.83	1.77	7.65	0.97	7.19	2.72	0.18	0.52
EPHX2	7.46	36.24	1.56	1.86	14.59	0	0	0	0	0	0	0
RNF170	20.14	19.34	2.69	3.33	8	1.98	0	4.67	8.93	2.11	0	0.23
NPPB	0	0	0	0	0	0	0	0	0	0	0	0
UBIAD1	16.08	20.45	5.28	4.02	31.47	0	11.02	0	23.5	0.28	0.42	0
TARDBP	72.16	39.18	77.56	81.1	12.26	0	109.86	29.89	0	1.39	0	0
TNFRSF8	9.96	6.98	2.03	2.37	0	0	0	0	6.32	0.04	0	0
PRAMEF2	3.68	3.11	0	0.15	0	0	0	0	0	0	0	0
ZNF706	20.73	19.94	19.37	10.94	0	0.04	0	0	1.79	2.92	0	0
LYPLA1	42.73	36.07	22.11	20.09	0	0	0	0	0	0	0	0
CRISPLD1	2.81	2.69	1.14	0.62	0	2.41	0	0	0	0	0	0
COPS5	15.27	11.29	18.72	15.4	8.61	0.77	2.13	0	0.91	0	0	0
RDH10	30.43	10.96	25.61	22.02	20.59	0	0	0.03	15.02	0.68	0.2	0
EPX	2.09	2.8	0	0.01	1.33	0	0	0	3.26	1.8	0	0
AKAP1	13.59	41.77	29.76	21.8	30.66	17.33	1.3	0	8.23	17.09	0	1.36
COIL	12.55	11.92	6.6	7.1	0	0	0.12	3.15	0	1.2	0	0
TRIM25	52.55	53.62	44.9	30.54	17.23	16.39	7.91	0	12.69	0.33	2.24	3.19
SCPEP1	17.59	12.92	7.62	6.43	12.58	0	3.8	0	0	0	0	0
SPOP	30.63	41.8	13	16.61	49.41	0	0	38.51	0.42	0	0.3	0.02
TBX2	5.63	1.86	0	0.19	14.92	0.84	0	0	0.83	0.54	0	0
SLC35B1	31.89	24.15	13.5	19.48	9.37	0.13	10.61	2.74	0.64	0.18	0.63	0
TBX4	11.98	5.62	0.09	0	37.94	0	0	0.42	0	0	0	0.01
NACA3P_ENSG00000121089	12.45	15.28	0.21	0.4	0	0	0	0	0	0	0	0
TEX14	4.42	4.31	0.02	0	5.71	12.57	4.99	0	0	1.25	0	0
FAM117A	11.13	13.76	9.98	15.06	12.16	0	25.03	0	0	1.05	0	0
NCAPH	15.2	13.96	21.67	12.7	15.08	3.35	0	0.02	0	0.14	0.23	0
LRAT	6.25	5.75	0.02	0	0	2.23	0	0	0	1.07	0	0.16
TMEM131L	9.25	7.68	9.71	8.47	1.35	0	0	0	0	0	0	0
MND1	20.36	16.4	19.78	11.23	0	0	0	0	3.38	0	0	0
TRIM6	20.59	9.84	0	0	15.37	0	0	1.79	6.73	3.32	2.3	0
ABCC11	11.44	11.08	0.06	0.09	12.57	3.45	0	0	8.2	1.59	0	0.23
TENT4B	6.83	2.66	3.15	3.8	5.14	0.02	4.23	0	0	0.07	0	0.04
ADCY7	16.24	11	6.14	15.39	37.71	10.33	4.05	0	0.21	4.71	0.01	0
CEP89	14.29	9.78	7.48	7.73	30.76	1.79	6.95	0.05	9.62	0	0.6	0.34
TSHZ3	18.69	10.6	0.21	0.29	17.37	0	0	0	0	0	0.43	0.89
ECHDC2	23.87	34.8	16.39	13.75	97.5	0	1.05	0	3.39	11.86	0	0.22
TAS2R8	0	0	0	0	14.65	0	0	0	0	0	0	0.34
PLBD1	2.95	0	0.57	0.05	18.23	0	0	0	0	0	0	0
TAS2R10	1.14	3.44	0	0.36	0	0	0	0	0	0	0	0
PRB2	29.93	10.38	0.3	0	11.08	0	0	0	0	0	0	0.23
PYROXD1	32.72	39.69	9.92	5.6	3.55	0	0	0	0	0	0	0.26
IAPP	3.04	3.63	0	0.03	3.11	0	0	0	0	0	0	0
KCNJ8	7.03	12.91	0	0.11	23.65	14.52	0	0	1.32	0.04	0	0
TAS2R7	7.21	13.59	0	0	9.23	0	0	0	28.59	0	0	0
BCL2L14	19.54	14.06	1.86	0.47	14.5	0	0	0	0	0.53	0	0
TAS2R9	8.62	4.64	0	0	12.18	0	0	0	32.1	0	0	0
ENSG00000121388	0	0	0	0	0	0	0	0	0	0	0	0
PSPC1	26.73	44.77	37.92	32.11	30.05	2.88	0	0	2.6	0.97	0.28	0
ZNF549	17.92	15.09	1.94	3.03	19.14	0	1.05	4.42	0.88	1.85	0.04	0.14
A1BG	10.92	22.05	3.67	4.44	2.87	0	0	6.58	0	2.61	0	0
ZSCAN18	12.98	8.42	5.08	6.21	1.79	0	2.15	0	1.71	0.52	0	0
ZNF211	9.69	7.63	1.72	1.3	23.64	0	0	0.08	2.1	0.05	0.28	0.01
PDZRN3	14.31	17.72	0.17	0.06	0	0	6.33	0	3.45	0	0	0.72
RGSL1	32.67	54.21	0	0.33	67.55	0	0	0	0	0.95	0	0.01
LHX4	5.64	4.12	0.29	0.68	0	0	0	0	0	0.44	0	0
RNF2	2.78	5.99	8.56	9.92	0	0	0	0	0	0	0.38	0
TRMT1L	8.81	1.68	3.75	3.51	0	1.22	0	0.64	0.2	0	0	0
SEC22A	20.28	9.9	4.71	5.31	8.5	0	0	0	0	0	0	0
CSTA	9.07	12.88	0	0	6.91	0	0	0	0	0.86	0	0
DPPA4	33.99	18.91	0.21	0.09	9.84	1.87	6.17	0	41.23	7.78	1.16	0.03
POPDC2	10.12	21.83	0.75	2.75	4.83	1.18	5.07	15.78	0	0	0	0
B4GALT4	12.54	21.12	6.95	4.42	27.5	0	0	0	0.2	1.28	1.74	0
NAA50	10.22	44.78	45	33.91	6.32	0	7.49	8.27	17.84	0.44	0.3	0
CD80	8.53	7.75	1.86	1.82	0	0	0	0	0	0	0	0.66
KIF18A	10.68	10.54	3.4	3.69	0	0	0	0	0	0	0	0
GJA8	4.48	10.08	0	0	4.85	0	0	0	0	1.19	0.49	0
DESI2	13.14	5.92	4.21	3.72	148.57	0	0	0	1.03	4.42	0.11	0.12
MAPK8IP1	3.7	2.95	0.29	0.43	0	0	0	0	0	0	0.71	0
CRY2	33.47	28.11	5.2	3.86	23.62	0	0	5.75	37.12	1.52	0	0.03
PEX16	4.39	2.47	4.78	7.59	0	0	0	0	3.43	4.74	0	0
DEPDC7	17.36	17.57	0.91	1.21	65.51	5.84	0	0	0	0	0	0.02
CAT	19.31	6.91	8.56	8.17	0	0	0	0	0	0	0.9	0.1
PILRB	21.33	6.52	21.8	19.37	88.91	5.33	0	4.36	3.24	0.23	1.42	0
ZMYM2	9.7	5.54	6.92	8.49	4.73	1.19	0	0	2.45	0.36	0.02	0
GJB6	10.96	6.79	22.21	16.62	0	0	25.72	0	0.93	0	0	0
GJA3	5.84	2.79	0.04	0	3.29	2.16	0.11	0	0	0.02	0	0.13
TBC1D15	13.71	15.99	10.07	6.19	25.7	0	2.61	0	0.7	2.04	0.32	0.33
ADGRB2	16.59	28.57	0	0.1	19.97	0	0.41	0	0.1	0.06	0	0
HCRTR1	1.56	0.75	0.12	0.04	0	0	0	0	0	0	0.07	0
ZCCHC17	13.99	27.44	27.03	20.95	7.33	0	0	0	0	0	0	1.54
FABP3	8.51	10.49	0	0	0	0	0	0	0	0	0.45	0
KHDRBS1	11.28	34.52	64.98	43.01	11.12	0	9.33	0	0	2.54	0.12	0.62
TMEM39B	15.66	4.28	2.68	2.57	33.64	0	0	0	1.09	0	0	0
CCRL2	37.28	12.69	1.12	0.89	19.73	0	7.26	0	0	4.85	0	0.85
CCR2	11.34	8.9	2.7	1.41	26.64	3.8	20.86	6.74	0.08	0.24	0	0.01
POLR3GL	33.75	38.6	26.64	29.08	56.43	8.46	21.97	0	8.56	1.18	0.4	0
GHSR	14.56	11.4	0.13	0.23	20.58	2.02	12.27	0	0	0	0.32	0
TNFSF10	22.16	13.91	23.16	35.22	0	0	0	0	0	0	0.18	0
ZNF639	4.46	2.55	5.76	7.2	24.35	1.07	0.48	0	0	0.23	0	0
SLITRK3	11.52	4.65	0	0.06	18.38	0.06	0.6	0	5.94	1.1	0.05	0
PIK3CA	11.94	6.65	3.69	6.73	3.05	0.02	0.43	0	0	0.33	0	0.29
PDS5A	18.89	33.04	26.17	21.19	7.55	0	0	1.94	0.2	1.03	0.2	0.08
TMEM156	6.02	6.65	6.11	5.87	0	0	0	0	10.67	0	0	0
LIAS	38.64	35.36	5.73	4.55	41.38	0	0	0	5.57	3.88	0.01	1.26
CPXM2	2.65	4.43	0.08	0	1.33	0	0	0	0	0.74	0	0
TMEM54	3.06	16.53	0.22	0.68	0	0	0	0	0	0	0	0
ZSCAN20	15.31	11.16	0.89	0.81	38.09	0.71	0	1.47	0.03	0.16	0.95	0.09
CSMD2	11.64	9.76	0	0.1	22.12	0.1	0	2	7.61	0	0	0.05
HPCA	13.7	18.38	0	0	0	0	0	0	0	0	0	0
LRIF1	4.73	7.49	2.79	3.52	8.92	0	0	0	0	0	0	0.01
TMIGD3	19.53	17.47	0	0	0	0	0	0	0	0.51	0	0
CLCC1	29.68	25.35	6.64	7.94	28.83	2.15	21.85	8.19	0.41	8.58	0	1.02
GPSM2	44.75	23.99	3.73	3.15	48.01	0.05	1.8	0	1.43	0	0.26	0.75
GTDC1	31.7	19.7	9.23	4.21	11.23	1.18	0.03	0.62	3.33	0.21	0.24	0.34
CXCR4	16.69	20.79	29.13	37.12	14.05	0.11	3.42	0	10.47	5.09	0.41	0.95
ZRANB3	16.94	6.66	0.82	1.39	0	0	1.58	0.63	56.41	1.41	0	0.19
ACVR2A	12.78	12.9	0.37	0.52	10.83	0	0	0	0	4.65	0	0
POLK	21.94	13.62	6.68	6.85	5.31	0	0.02	0.68	0.4	0.47	0.18	0
SV2C	6.46	8.99	0.01	0.17	2.67	0	0.44	0.28	0.26	0.06	0.04	0.15
FLT3	0.58	0.43	0	0	0	0	0	0	0	0.13	0	0
RPL21	129.57	216.85	664.23	570.3	6.2	29.07	0	27.89	82	68.09	7.73	21.55
MTIF3	22.54	45.34	13.86	16.3	0	0	0	0	0	0	0	0
GTF3A	23.42	17.76	56.76	41.25	12.53	6.78	0.17	0	4.85	0	0	0.16
RASL11A	9.9	14.41	2.22	4.73	0	5.84	0.49	1.43	0	0	0	0.58
UBL3	8.91	7.37	1.32	1.26	0	0	0	0	2.51	0.14	0.19	0
LINC00544	3.69	9.15	0	0.44	22.83	9.63	0	0	0	1.45	0.07	0.46
FYTTD1	33.37	40.54	25.54	27.34	12.11	0	0	1.26	0.17	0.05	0.16	0
MTERF4	60.28	88.88	24.17	31.9	36.46	22.9	15.69	7.88	11.07	0.63	2.58	2.38
XPNPEP2	16.04	14.95	0.12	0.04	55.36	0.41	7.39	1.93	0	0	0.59	0.46
SASH3	4.28	9.56	34.7	29.13	5.45	0	0	0.05	0	0	0.37	0.05
OCRL	52.35	44.65	1.15	1.65	105.8	0	7.45	21.88	0	2.11	2.16	0.16
PAEP	5.61	6.01	0.25	0.28	0	0	0	0	0	2.71	0	0.89
OBP2A	0	1.15	0	0	0	0	0	0	0	0	0	0
MRPS2	6.62	12.21	21.66	11.88	13.74	0	0	11.17	0	0	2.17	0
TBX22	2.25	2.53	0	0	0	1.36	1.81	0	3.6	0	0	0
FMOD	13.03	12.56	0.19	0.19	32.46	0	1.24	0	0.23	0	0	0.87
MYOG	4.07	0.61	0	0.2	25.5	0	0	0	12.07	0.32	0	0
LAX1	16.31	17.49	9.06	12.67	6.21	0	5.52	0	0	0	0	0
PLG	42.55	56.68	0	0.1	35.39	0	2.05	0	73.38	4.3	0	0
KIAA1191	25.51	22.97	6.98	6.88	0	0	0	0	0	0.92	4.28	0.02
COPA	95.6	82.12	29.29	45.18	53.58	0.07	18.73	0.06	2.9	1.63	1.94	1.25
CD244	4.59	6.16	0.81	1.07	1.02	0	0	5.04	2.1	0	0	0
LY9	32.02	47.94	3.31	2.61	31.35	5.35	0.63	0	14.28	4.46	1.3	2.4
HS3ST2	3.07	3.05	0	0.35	7.08	0	0	0	0	0	0	0
RBBP6	26.65	48.4	16.93	21.72	16.77	5.66	0	0	32.15	0.36	0	2.18
ZC3H7A	31.25	46.47	16.5	27.3	85.11	0	0	6.99	0	0.54	2.81	0.22
PRM2	25.35	7.08	0	0	48.23	4.98	0	0	0	0	0	0
SERAC1	20.43	27.81	2.78	2.73	17.65	0	0	1.6	1.75	1.42	0	0.4
ANXA11	38.03	33.91	46.19	39.23	46.44	0	5.24	0.11	13.89	6.2	3.5	0
LDB3	26.91	22.31	0.02	0.12	39.1	4.34	2.86	0	4.69	0.92	0.43	0.62
OPN4	7.77	2	0	0	15.46	0	0	0	0	0.51	0.45	0
SHLD2	8.84	9.46	9.64	11.25	2.77	0	1.5	0	0	1.02	0.24	0
PRXL2A	13.03	7.95	1.91	2.27	2.75	0	24.14	4.05	0	0	0.93	0
ZNF205	10.13	2.68	0.05	0.19	16.07	0	0	0	0	2.88	0	0
NAA60	21.02	30.22	14.58	8.12	0	0	14.61	0.25	0	2.47	0	7.1
RPL5	195.73	415.04	848.91	668.25	24.86	12.49	57.31	21.34	2.7	19.18	8.18	10.81
ODF2L	18.81	19	11.26	10.94	0	0	0.21	0	0	0	3.18	0
PTGFR	5.2	5.89	0.05	0.04	3	0	0	0	0	1.09	0	0
SPATA1	17.36	5.37	1.22	0.35	9.24	49.5	0	0	2.22	0	0	0
TRMT13	7.54	5.07	5.81	4.66	0	2.71	0	1.6	0.58	0.03	0.14	0
LRRC39	1.68	1.89	0.52	0.16	0	0	0	0	0	0	0	0
RWDD3	4.04	14.06	1.26	2.97	0	0	0	0	0	0	0	0
ZNF644	69.6	41.43	8.34	12.44	2.06	0	0	0	0	0.26	0.07	1.36
CCDC18	9.57	4.96	9.36	9.95	0	0	0	0	0	1.93	0	0
RPAP2	9.17	9.18	3.41	3.54	10.24	2.15	0	0	1.63	0.2	0.04	0.16
SLC66A2	8.81	3.91	4.81	5.49	0	0	0	2.93	1.34	0	0	0.4
BBS9	23.45	26.56	2.53	3.61	10.14	0	2.58	0.78	3.64	0	0.01	0
PMS2	31.59	18.39	5.8	6.07	48.11	15.35	4.29	0	7.11	4.04	0	0
ZMIZ2	12.67	18.96	25.74	37.58	10.39	0.09	0	0.2	1.48	0.17	8.81	0.28
OCM	0	0	0.65	0	0	0	0	0	0	0	0	0
SEPTIN7	54.91	168.17	116.31	85.21	14.38	0.55	0	0	3.92	1.27	0.1	7.28
EEPD1	6.82	6.94	0.75	0.41	17.45	0	0	0.03	0	0	0.45	0
KIAA0087	6.16	5.52	0.05	0	1.35	2.45	0	0	3.77	0.02	0	0
KLHL7	10.86	11.7	6.17	5.62	6.78	0	0	0	0	0.81	1.01	0
HERPUD2	3.78	7.76	6.75	10.58	81.52	0	1.06	0	55.97	0	4.79	0.15
CBX3	47.55	67.71	79.16	52.94	1.85	5.4	0	0	11.24	0.04	0	1.65
HNRNPA2B1	237.08	455.74	401.86	368.77	15.11	10.65	20.5	3.71	0.98	5.91	2.12	1.03
WIPF3	11.27	7.52	0.16	0.01	7.7	0	3.51	0	1.67	1.02	1.06	0.12
NXPH1	4.8	7.39	0	0	9.18	0	0.37	4.86	2.57	0	0.64	0
NPY	0	0	0	0	0	0	0	0	0	0	0	0
FAM126A	29.64	17.3	7.54	8.14	4.64	0	9.21	12.91	14.13	4.52	0.29	0.02
HOXA7	25.48	15.53	0.67	0.35	0	0	11.72	0	4.09	0	0.73	1.35
INHBA	15.09	10.95	0.06	0.47	16.64	0	0	0	0	0	0.49	0
FKBP9	14.78	12.17	0.47	0.32	8.5	0	5.34	2.92	0	0.02	0	0
NT5C3A	33.23	7.22	4.32	7.84	42.42	0	0	0	0	0	0	0
ARL4A	10.09	16.24	3.87	3.96	35.8	0	0	0	0.32	7.22	0	0
CCZ1	25.76	25.97	12.9	12.3	17.65	0.4	0	0	6.78	1.76	0.07	0.73
POLM	17.88	17.78	9.24	8.56	0	0	0	0	0	0.36	0	0
RAMP3	9.45	4.29	0	0	0	0	0	0	12.36	0	0	0
MRM2	20.99	38.95	16.45	12.37	8.73	0	0	0	0.21	0	0	0
TWIST1	1.49	1.11	0.39	0.17	0	0	0	0	0	0	0	0
SMU1	7.08	9.83	8.48	8.16	3.16	0	0	0	2.52	0.1	0	0.01
GLIPR2	5.29	4.61	2.83	2.45	8.93	0	0	0	3.82	0	0	0
SLC25A51	19.93	12.5	5.16	3.99	8.83	0	0	0	0.78	1.83	0.99	0
CLTA	11.17	29.29	62.83	35.56	0	0	0	0	0	0.1	2.22	0
RECK	8.19	6.31	0.98	0.56	6.7	0	1.73	0	11.83	0.08	0	0
SPINK4	6.82	0	0	0	0	0	0	0	0	0	0	0
TAF1L	17.83	10.69	0.06	0.12	27.93	2.59	1.11	0.02	5.03	0	0	0.32
ACO1	5.58	6.8	2.73	3.13	10.74	0.56	0	0	1.53	0.04	0	0
PHF24	9.74	5.17	0.05	0	13.85	17.34	14.21	0	3.13	0.69	0	0.48
DNAI1	8.95	3.51	0	0	3.72	0	0	1.75	0	0	0	0
DCAF10	4.94	4.22	0.93	4.55	0	0	4.47	0	9.03	0	0	0
CNTFR	0	1.14	0	0	0	0	0	0	0	0	0	0
KIAA1549	7.02	7.17	0.2	0.23	5.74	0.24	3.86	0	0.25	0.75	0	0
TRIM24	24.74	24.83	4.45	2.92	6.34	0	44.14	2.03	0	0.04	0	0.13
CYREN	41.88	7.93	25.9	22.28	0	0	0	0	0	0	1.46	0
CALD1	33.67	27.34	1.76	0.48	16.44	0	87.75	3.16	5.04	3.11	1.37	2.48
AKR1D1	3.81	1.89	0	0	4.5	0	0	0	0	0.33	0	0
NUDT10	1.23	4.04	0	0	0.66	0	0	0	0	0.1	0	0
SFTPA1	6.28	10.56	0	0	2.42	0	0	0	0	0.05	0	0.27
NEUROG3	5.48	5.86	0	0.03	3.37	5.77	0	0	0	0	0.28	0
PLAU	0.98	4.4	0.11	0.98	7.86	0	0	0	0	0	0	0
SRGN	17.93	33.3	116.56	99.25	22.58	0	0	0	0	5.83	0	1.36
CHST3	7.76	9.43	0.11	0.04	9.94	2.02	5	0	1.9	0.25	0	0
BICC1	14.98	19.69	0	0.33	22.71	0.48	0	0	8.51	2.63	0.19	0
ARL4AP1_ENSG00000122872	4.38	0	0	0	0	0	0	0	0	0	0	0
CISD1	5.82	2.53	5.77	3.08	2.58	0	0	0	0	0	0.64	0
EGR2	22.89	27.24	30.24	30.26	20.64	4.18	0	9.65	15.87	2.65	0.53	1.17
ECD	16.93	9.3	13.78	14.35	10.72	0	0	0	0	0	0	0.94
P4HA1	2.44	1.85	7.16	6.26	0	0	0	0	0	0	0	0
SLC25A16	16.98	7.73	5.45	6.09	20.99	0	1.61	0	7.44	1.05	0	0.12
ZWINT	11.83	21.58	46.78	31.55	20.57	0	8.65	0	0	0	0	0
VPS26A	29.01	25.18	9.22	9.63	3.57	0.06	6.65	1.47	0.12	0.12	1.42	0.92
RBM19	35.65	50.08	41.7	51.68	48.53	0.38	2.09	0.62	18.19	0.49	2.51	4.58
CIT	90.93	67.93	18.19	20.93	144.06	0.3	5.8	7.31	7.58	3.25	1.75	1.81
IFT81	7.76	8.01	0.59	0.57	18.68	0	0	0	0	0.37	0	0.35
ACADS	11.58	8.02	2.62	3.57	0	0	0	0	0	0	0	0
HVCN1	9.56	9.9	8.32	5.49	24.3	0	0	0	0	6.19	0.32	0
NME2P1_ENSG00000123009	0	0	0	0	0	0	0	0	0	0	0	0
DDX54	12.67	30.98	73.84	50.64	13.48	0.23	0	0	15.92	0.85	0.24	2.45
MED13L	73.46	78.19	12.74	13.87	153.31	5.21	20.09	9.14	13.31	2.26	0.98	0.33
CDKN2C	10.09	3.02	4.97	4.69	0	0	0	0	0	0.57	0	0
RNF11	4.39	5.99	2.47	2.79	0	0	0	0	0	0.95	0	0
RASSF8	35.82	22.13	2.03	3.08	35.7	18.31	21.5	0	0.37	0.3	0	0
BHLHE41	4.53	3.52	0.36	5.89	0	0	0	0	0.08	0.43	0.01	0
SSPN	17.24	24.18	0.38	0.09	151.77	0	1.76	0	2.22	0.31	0	0.04
ITPR2	14.71	4.31	10.71	14.09	35.92	0.35	2.33	0	0.6	0.01	0	1.12
CCDC91	33.76	27	8.72	18.53	32.55	0	0	3.79	0.14	0	1.25	0.35
NECAB1	14.23	11.16	0	0.02	0	0	0	0	0	0	0	0
WWP1	7.83	10.32	9.27	14.09	0.24	0	0	0	0	3.88	0.16	0
ACOT9	10.96	17.01	4.02	6.4	7.83	0	0	0	0	0.04	0	0
PRDX4	12.81	47.53	24.72	20.68	62.1	0	0	0	0	0	5.4	1.09
DDX39A	38.26	64.79	109.7	93.02	14.67	0	0.34	0	22.67	6.13	1.77	1.23
PKN1	15.94	8.3	39.8	38.98	4.85	0	0	0	0.1	0.14	0.56	3.36
TRIR	17.3	28.94	141.03	87.92	0	0	0	0	9.17	0.31	0.82	0.02
ADGRE5	26.42	79.57	74	91.33	20.53	0.05	0	0.43	1.66	13.45	2.43	6.77
WDR83	2.81	15.28	10.81	8	0	0	0	0	0	3.97	0	4.34
GIPC1	11.92	8.57	9.22	8.63	8.42	0.12	0	0	0	0	1.78	0.31
ACTRT1	11.16	12.23	0	0	0	0	0	0	0	0.07	2.35	0
CCDC70	17.87	8.41	0	0	0	0	0	0	0	0	0	0
SPRYD7	6.24	8.47	2.03	2.36	1.16	0.05	108	0	82.75	0	0	0
EBPL	2.31	0	4.34	3.42	0	0	0	0	28.79	0	0	0
ATP7B	24.77	21.55	0.12	0.17	30.26	2.12	1.77	0	4.07	1.08	0.11	0.71
ZC3H13	18.9	26.18	23.11	26.45	17.14	2.68	22.32	1.64	11.98	1.09	0.8	1
GUCY1B2_ENSG00000123201	0	0	0.05	0	0	0	0	0	0	0	0	0
NLN	14.1	33.84	5.23	5.32	26.17	0	0.89	0.41	0.92	0	2.01	1.82
CENPK	57.46	50.81	20.56	16.09	68.78	0	0	0	1.08	0	0	0
OPTN	18.09	37.8	22.58	25.2	6.1	2.17	0.43	4.26	4.68	8.64	0.67	1.61
ITIH5	32.59	23.32	0	0.15	83.39	4.91	0.74	0.95	7.61	3.34	0.19	1.12
ATF1	3.78	3.91	12.67	14.68	0	0	0	0	0	0	0.35	0
TSFM	11.9	13.78	25.56	19.6	12.96	0	0	0	0	5.99	0.93	0.25
NEUROD4	9.85	5.02	0.03	0.09	0.3	0	0	1.38	0.53	0.32	0	0.11
ARHGAP9	34.75	42.92	74.6	55.21	24.89	0	0	0	55.92	0	0.96	0.29
NCKAP1L	49.03	54.53	15.46	18.14	73.42	0	0.92	0	15.93	1.26	0.11	0.08
MMP19	15.09	6.67	0.04	0.21	21.9	5.92	0	0	0	0.45	0.13	0
PFDN5	98.63	159.64	117.01	67.7	59.49	13.31	30.29	22.56	10.63	0.83	1.84	5.92
SPATS2	26.77	12.19	6.73	9.32	0	0	0	0	4.76	0	0.94	0.21
ORMDL2	8.92	9.2	3.8	4.77	0	0	0	0	20.91	0.63	0	1.05
NR4A1	23.95	37.28	2.96	7.08	63.76	0.12	144.14	1.02	3.35	10.34	1.96	3.76
PDE1B	14.87	13.58	3.93	4.54	21.92	1.36	3.64	0	0.49	0.74	0	0.34
HOXC13	6.36	6.93	0	0	17.18	0	0	0	1.72	0.23	0	0
CDK2	53.73	36.51	23.48	23.81	108.14	14.77	12.52	0	6.41	1.22	5.74	2.01
LRP1	38.98	38.83	0.99	0.94	44.07	0	17.43	0	45.79	4.13	0.71	0
HOXC11	6.18	3.83	0	0.08	2.18	0.16	0	0	0	0.39	0	0
ATG101	44.13	44.99	15.46	12.45	14.62	0	0	7.68	25.22	1.58	0	0.04
NFE2	14.82	16.64	0	0.16	13.22	0	0	0	0	3.22	0.94	0
HOXC12	7.19	9.17	0	0.06	6.53	0.46	0	0	0	0.73	0	0
IKZF4	23.94	14.06	4.1	3.52	7.11	0.03	16.91	0	3.72	0.37	0	0.18
SMUG1	29.07	27.56	3.79	6.75	75.55	0	0	2.72	1.94	0	0	0
TUBA1B	125.94	165.08	583.85	518.65	38.88	15.43	0	9.84	3.32	4.36	4.13	1.09
